nutrition_id,ingredient_id,ingredient_name,representative_food_name,standard_amount,energy_kcal,water_g,protein_g,fat_g,ash_g,carbohydrate_g,sugar_g,fiber_g,calcium_mg,iron_mg,phosphorus_mg,potassium_mg,sodium_mg,cholesterol_mg,saturated_fat_g,trans_fat_g
nutrition_0674,ingredient_0675,레몬그라스,레몬그라스(시트로넬라)_생것,100g,99,70.6,1.82,0.49,1.8,25.31,,,65,8.17,101.0,723.0,6,0.0,0.12,0.0
nutrition_0675,ingredient_0676,방아잎,배초향(방아)_잎_생것,100g,55,81.7,4.87,0.46,1.84,11.13,1.52,6.4,237,3.8,69.0,625.0,2,0.0,0.1,0.0
nutrition_0676,ingredient_0677,베트남고추,베트남 고추튀김,100g,55.00,,2.0,1.15,,9.0,0.0,,,,,,251.000,,5.0,0.17
nutrition_0677,ingredient_0678,스테비아,스테비아_생것,100g,40,87.0,2.4,0.32,1.57,8.71,0.0,5.4,200,1.23,59.0,412.0,1,0.0,0.1,0.0
nutrition_0678,ingredient_0679,제피,산초_ 가루,100g,349,9.7,18.62,0.98,4.25,66.44,2.87,1.3,63,4.48,405.0,1420.0,28,0.0,0.22,0.03
nutrition_0679,ingredient_0680,랍스터,가재류_바닷가재_육_생것_대표_평균,100g,85,82.2,15.97,0.95,1.34,0.0,0.0,0.0,27,0.84,256.0,302.0,58,,0.16,
nutrition_0680,ingredient_0681,보리새우,새우류_보리새우_육_생것_창원_11월,100g,71,82.8,15.1,0.7,1.3,0.1,0.1,0.0,87,1.1,240.0,,,,0.54,
nutrition_0681,ingredient_0682,킹크랩,게류_왕게_육_생것_수입_평균,100g,66,83.1,13.54,0.56,1.83,0.96,,,23,0.15,196.0,254.0,401,45.35,0.08,0.0
nutrition_0682,ingredient_0683,곤이,알곤이,100g,109.000,,19.2,2.6,,2.1,0.0,,,,,,113.000,,418.3,0.4
nutrition_0683,ingredient_0684,미더덕,미더덕류_미더덕_육_생것_부산_5월,100g,46,87.6,4.3,1.2,2.8,4.08,4.08,0.0,40,3.19,111.0,,,,,
nutrition_0684,ingredient_0685,성게알,성게알,100g,20.00,,0.0,2.0,,0.0,0.0,,,,,,0.00,,0.0,0.0
nutrition_0685,ingredient_0686,이리,알곤이,100g,109.000,,19.2,2.6,,2.1,0.0,,,,,,113.000,,418.3,0.4
nutrition_0686,ingredient_0687,청어알,청어_알_생것_대표_평균,100g,113,76.0,19.6,2.4,1.5,0.5,,0.0,38,2.3,127.0,,,,,
nutrition_0687,ingredient_0688,해파리,해파리류_해파리_육_생것_대표_평균,100g,6,96.9,1.3,0.0,1.7,0.1,0.1,0.0,2,,8.0,,,,,
nutrition_0688,ingredient_0689,가오리,가오리류_가오리_육_조미하여 말린것_대표_평균,100g,340,15.9,39.3,0.6,8.4,35.8,,,160,11.2,664.0,,,,,
nutrition_0689,ingredient_0690,갈치,갈치류_갈치_육_생것_수입_평균,100g,156,72.3,18.71,8.16,1.71,0.0,,,6,0.23,212.0,373.0,63,8.98,1.97,0.01
nutrition_0690,ingredient_0691,곰치,꼼치류_꼼치_육_생것_통영_1월,100g,67,83.4,14.95,0.4,1.25,0.02,,,12,0.22,176.0,186.0,155,25.3,0.1,0.0
nutrition_0691,ingredient_0692,광어,넙치류_넙치(광어)_육_생것_대표_평균,100g,139,74.5,22.36,3.28,1.14,0.0,0.0,0.0,61,0.45,274.0,465.0,49.0,,0.45,0.03
nutrition_0692,ingredient_0693,도루묵,도루묵_육_생것_부산_5월,100g,113,77.7,16.05,4.6,1.2,0.45,0.45,0.0,18,0.42,163.0,,,,1.08,
nutrition_0693,ingredient_0694,도미,도미,100g,100.000,,20.5,1.3,,0.0,0.0,,,,,,64.00,,37.0,0.3
nutrition_0694,ingredient_0695,양미리,양미리_육_생것_강릉_7월,100g,123,73.7,21.5,3.4,1.4,0.0,0.0,0.0,69,1.7,314.0,,,,,
nutrition_0695,ingredient_0696,옥돔,돔류_옥돔_육_생것_여수_4월,100g,86,79.6,18.69,0.79,1.25,0.0,,,14,0.14,215.0,364.0,89,5.37,0.27,
nutrition_0696,ingredient_0697,조기,조기류_참조기_육_생것_대표_평균,100g,131,76.3,19.02,4.04,1.3,0.0,0.0,0.0,19,0.43,158.0,329.0,51.0,,1.11,0.06
nutrition_0697,ingredient_0698,학꽁치,학공치_육_생것_군산_5월,100g,94,78.7,17.8,1.7,1.1,0.7,0.7,0.0,20,3.54,230.0,,,,,
nutrition_0698,ingredient_0699,꼴뚜기,꼴뚜기류_꼴뚜기_육_젓갈_대표_평균,100g,92,57.2,16.0,2.0,24.5,0.3,,,110,5.6,239.0,204.0,1436,,,
nutrition_0699,ingredient_0700,주꾸미,문어류_주꾸미_알_생것_대표_3월,100g,139,65.4,23.6,0.5,2.14,8.35,,,,,,,,,,
nutrition_0700,ingredient_0701,대합,대합류_대합_전체_생것_여수_평균,100g,103,75.7,13.38,1.35,1.5,8.12,,,,,,,,,,
nutrition_0701,ingredient_0702,동죽,동죽_육_생것_대표_9월,100g,55,86.2,10.19,0.46,1.17,1.94,,,65,11.11,130.0,147.0,174,15.9,0.08,0.0
nutrition_0702,ingredient_0703,맛조개,맛조개_붉은맛(큰죽합)_육_생것_대표_9월,100g,81,81.5,13.98,1.7,1.34,1.52,,,55,10.45,300.0,136.0,240,45.74,0.38,0.0
nutrition_0703,ingredient_0704,백합,백합류_백합_육_생것_군산_2월,100g,74,79.9,11.7,1.0,3.8,3.6,3.6,0.0,161,11.9,133.0,,,,,
nutrition_0704,ingredient_0705,보말,고둥류_보말고둥_육_생것_부산_6월,100g,93,78.2,14.6,2.2,2.4,2.6,2.6,0.0,240,12.9,165.0,,,,,
nutrition_0705,ingredient_0706,뿔소라,소라류_소라_육_생것_여수_6월,100g,107,72.5,20.7,0.3,2.5,4.0,4.0,0.0,92,8.16,185.0,,,,,
nutrition_0706,ingredient_0707,새조개,새조개_육_생것_진주_4월,100g,114,73.9,21.5,1.9,1.4,1.3,1.3,0.0,32,3.7,131.0,,,,,
nutrition_0707,ingredient_0708,우렁,"우렁이, 논우렁이, 생것",100g,73.00,80.6,10.5,1.4,3.7,3.8,,,"1,202.000",5.8,87.0,170.0,81.00,,,
nutrition_0708,ingredient_0709,참소라,소라류_참소라_육_생것_부산_6월,100g,118,75.6,20.38,3.38,1.5,0.0,,,,,,,,,,
nutrition_0709,ingredient_0710,감태,감태,100g,333.000,,50.0,0.0,,33.33,33.33,,,,,,833.000,,0.0,0.0
nutrition_0710,ingredient_0711,꼬시래기,꼬시래기류_꼬시래기_줄기_생것_대표_평균,100g,17,89.1,1.8,0.2,2.7,6.2,5.9,0.3,630,6.9,35.0,,,,,
nutrition_0711,ingredient_0712,청각,청각_전체_생것_대표_평균,100g,10,94.3,0.91,0.33,1.11,3.32,,,49,1.67,8.0,16.0,288,0.0,0.07,0.0
nutrition_0712,ingredient_0713,톳,톳_줄기_생것_대표_평균,100g,16,88.1,1.9,0.4,4.6,5.0,4.0,1.0,157,3.9,32.0,,,,,
nutrition_0713,ingredient_0714,돼지고기 안심,돼지고기_안심(안심살)_생것,100g,123,74.4,22.21,3.15,1.17,0.0,0.0,0.0,3,0.78,211.0,373.0,46,67.85,1.17,0.02
nutrition_0714,ingredient_0715,돼지고기 앞다리살,돼지고기_앞다리_생것,100g,159,71.3,20.21,7.87,0.99,0.0,0.0,0.0,5,0.76,179.0,326.0,51,62.39,2.66,0.05
nutrition_0715,ingredient_0716,사태,돼지고기_사태_생것,100g,156,72.4,19.78,7.72,0.92,0.0,0.0,0.0,10,0.83,178.0,289.0,71,70.12,2.76,0.04
nutrition_0716,ingredient_0717,오겹살,오겹살구이_돼지고기,100g,408.000,40.8,20.18,35.14,1.15,2.72,0.72,0.0,9.00,3.48,207.0,327.0,76.00,0.5,45.6,10.23
nutrition_0717,ingredient_0718,닭똥집,닭근위(마일드염지),100g,94.00,,17.66,2.06,,0.0,0.0,,,,,,69.00,,240.0,0.0
nutrition_0718,ingredient_0719,닭발,닭 부산물_닭발_생것,100g,199,68.9,17.64,13.27,0.46,0.0,0.0,0.0,62,0.49,74.0,17.0,66,76.36,2.61,0.03
nutrition_0719,ingredient_0720,도가니,도가니,100g,15.00,,1.54,0.59,,1.23,0.0,,,,,,98.00,,1.54,0.0
nutrition_0720,ingredient_0721,돼지곱창,돼지곱창,100g,250.000,,26.5,16.0,,0.0,0.0,,,,,,15.00,,351.0,6.3
nutrition_0721,ingredient_0722,돼지껍데기,돼지껍데기,100g,200.000,,21.0,12.0,,0.5,0.25,,,,,,167.000,,87.0,3.4
nutrition_0722,ingredient_0723,돼지대창,삶은돼지대창,100g,242.000,,27.0,14.0,,0.0,0.0,,,,,,62.00,,80.0,5.0
nutrition_0723,ingredient_0724,사골,사골엑기스,100g,60.00,,4.0,4.4,,0.0,0.0,,,,,,0.00,,,10.0
nutrition_0724,ingredient_0725,선지,해장국_선지,100g,29.00,93.0,3.86,0.96,0.99,1.23,0.0,0.4,23.00,6.83,13.0,30.0,312.000,0.0,29.05,0.13
nutrition_0725,ingredient_0726,소곱창,소곱창,100g,256.000,,8.75,22.11,,5.55,4.4,,,,,,492.000,,87.1,9.65
nutrition_0726,ingredient_0727,소꼬리,소꼬리,100g,252.000,,17.4,19.0,,0.0,0.0,,100.000,3.2,,,0.00,,0.0,0.0
nutrition_0727,ingredient_0728,소대창,소대창,100g,436.000,,50.0,34.38,,1.25,0.0,,,,,,13.00,,36.25,6.88
nutrition_0728,ingredient_0729,소양,삶은소양,100g,100.000,,21.7,1.3,,0.4,0.0,,,,,,109.000,,142.7,0.3
nutrition_0729,ingredient_0730,스지,스지,100g,192.000,,27.0,7.0,,4.0,0.0,,,,,,226.000,,42.0,1.9
nutrition_0730,ingredient_0731,오소리감투,돼지 부산물_위(오소리감투)_생것,100g,112,78.3,17.3,4.1,0.3,0.0,,,12,1.2,139.0,178.0,121,,,
nutrition_0731,ingredient_0732,소갈비,소갈비,100g,288.000,,26.33,19.54,,0.0,0.0,,,,,,384.000,,87.06,7.73
nutrition_0732,ingredient_0733,소고기 사태,소고기_한우(1++등급)_사태_생것,100g,174,68.6,21.37,8.91,0.89,0.0,0.0,0.0,5,3.15,171.0,298.0,63,52.88,2.5,0.15
nutrition_0733,ingredient_0734,아롱사태,소고기_한우(1++등급)_사태(아롱사태)_생것,100g,233,63.8,21.76,15.03,0.7,0.0,0.0,0.0,5,2.83,137.0,251.0,69,58.71,4.8,0.27
nutrition_0734,ingredient_0735,우삼겹,우삼겹,100g,421.000,,15.87,36.93,,6.32,3.17,,,,,,195.000,,44.26,14.47
nutrition_0735,ingredient_0736,토마호크,그릴토마호크스테이크,100g,340.000,,14.0,29.0,,6.0,0.0,,,,,,440.000,,30.0,10.0
nutrition_0736,ingredient_0737,티본스테이크,티본 스테이크,100g,152.000,,19.0,6.8,,3.5,0.2,,,,,,114.000,,52.0,3.5
nutrition_0737,ingredient_0738,양갈비,양갈비,100g,221.000,,16.0,18.0,,0.0,0.0,,,,,,291.000,,68.0,8.0
