guide_id,ingredient_id,ingredient_name,type,content
guide_0180,ingredient_0182,자두,보관,깨끗이 씻어 상온 보관이 가능하나 물러질 수 있으므로 냉장 보관한다.
guide_0181,ingredient_0182,자두,손질,과실은 흐르는 물에 깨끗이 씻는다.
guide_0182,ingredient_0182,자두,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0183,ingredient_0182,자두,신선도체크,"과육이 단단하며 끝이 뾰족하고 꼭지가 마르지 않은 것, 껍질에 윤기가 나고 당도가 높으며 상처가 없는 것을 고른다."
guide_0184,ingredient_0183,자몽,보관,"수분을 제거한 귤은 박스에 신문지와 귤의 순서로 쌓아두고 바람이 잘 드는 서늘한 곳에 보관하는 것이 좋다. 귤이 서로 맞닿지 않게 하나씩 떨어뜨려 보관해야 상하지 않고 오래 보관할 수 있다. 서늘하고 통풍이 잘되는 상온에 보관한다.

보관할수록 맛이 좋아진다."
guide_0185,ingredient_0183,자몽,손질,"물 1L에 소금 2큰술을 희석시켜 3~5분간 씻은 다음 물기를 제거하면 농약도 없앨 수 있고 신선도를 유지할 수 있다. 식초나 소금으로 문질러 농약을 제거하여 이용한다. 연한 농도의 소금물에 1~2분가량 담가두면 보관 기간을 늘릴 수 있고, 더불어 농약까지 제거하는 효과가 있다."
guide_0186,ingredient_0183,자몽,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0187,ingredient_0183,자몽,신선도체크,"껍질이 얇고 껍질과 육질 사이에 공간이 없이 밀착된 것이 좋다. 꼭지 부분이 튀어나온 것보다 좌우로 둥글고 납작한 것이 당도가 높다. 감귤의 색깔은 짙은 주황색이며, 꼭지는 녹색이면서 단단하게 붙어 있는 것이 싱싱하다.

껍질에 지나치게 윤이 나는 것은 인공적으로 숙성시킨 후 코팅한 것이므로 피하는 것이 좋다. 껍질이 들뜨거나 주름이 많은 것은 싱겁거나 신맛이 강한 경우가 많으므로 피하는 것이 좋다. 껍질이 얇은 것이 당도가 높다.

금방 수확한 것은 푸석하고 즙이 적으므로 피하는 것이 좋다. 손으로 들었을 때 묵직한 느낌이 들고 위아래가 타원형인 것을 선택한다."
guide_0188,ingredient_0184,참외,보관,"제품 표시 기준에 따라 보관하고, 개봉 후에는 냉장 보관한다."
guide_0189,ingredient_0184,참외,손질,별도 손질 없이 필요한 양만 덜어 사용한다.
guide_0190,ingredient_0184,참외,세척,세척하지 않는다.
guide_0191,ingredient_0184,참외,신선도체크,"이취, 변색, 침전물, 포장 팽창, 유통기한을 확인한다."
guide_0192,ingredient_0185,청포도,보관,"-1~0도, 상대습도 90~95% 조건 보관이 적합하다."
guide_0193,ingredient_0185,청포도,손질,포도송이를 작게 나눈 후 베이킹소다를 충분히 뿌려 섞고 맑은 물로 베이킹소다가 남지 않도록 여러 번 헹군다.
guide_0194,ingredient_0185,청포도,세척,송이째 물에 1분 동안 담갔다가 흐르는 물에 잘 헹군다.
guide_0195,ingredient_0185,청포도,신선도체크,"포도는 일반적으로 색이 짙고 알이 굵은 것을 선택한다. 포도송이 사이에 알이 지나치게 밀착된 것은 속에 있는 알이 덜 익은 경우가 많으므로 피한다. 알이 쉽게 떨어지거나 표면에 일부 주름이 진 것은 오래된 것이므로 좋지 않다.

보통 포도의 당도는 송이 가장 위쪽이 달고 아래쪽이 신맛이 강하므로 아래쪽을 먹어보며 판단한다. 과피에 하얀 과분은 당분이 껍질로 나와 쌓인 것으로 신선한 과실이다."
guide_0196,ingredient_0186,체리,보관,물기를 제거하고 밀폐용기에 넣어 냉동 또는 냉장 보관한다.
guide_0197,ingredient_0186,체리,손질,"블루베리는 신선할 때 바로 먹는 것이 좋으며, 흐르는 물에 재빠르게 씻어 물기를 제거한다.

물에 오래 담가 씻기보다는 재빨리 찬물에 헹구는 느낌으로 씻는다."
guide_0198,ingredient_0186,체리,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0199,ingredient_0186,체리,신선도체크,"진한 청색이 선명하며 과실이 팽팽하고 표면에 흰 가루가 묻어 있는 것, 열매의 크기가 균일하고 무르지 않은 것을 고른다."
guide_0200,ingredient_0187,크랜베리,보관,"완전 건조된 과일은 밀폐용기나 진공팩에 넣어 실온 보관이 가능하며, 70~80% 정도 건조된 과일은 냉장 보관한다.

보관 시 과자나 김에 들어 있는 방습제를 함께 넣으면 좋다."
guide_0201,ingredient_0187,크랜베리,손질,"당분이 많은 과일은 벌레가 꼬이기 쉬우므로 재빨리 말리는 것이 좋다. 선풍기나 건조기를 이용하면 좋다. 자연 건조 시에는 일회용 장갑을 끼고 하루에 한 번 이상 뒤집어 준다.

포도와 블루베리는 반으로 잘라 씨를 빼거나 살짝 데쳐 껍질을 벗긴다. 사과는 갈변을 막기 위해 레몬즙을 바르거나 식초 물에 살짝 담근다."
guide_0202,ingredient_0187,크랜베리,세척,"섭취 또는 조리 전 식재료 특성에 맞게 이물질을 제거하고, 세척이 필요한 경우 흐르는 물에 충분히 씻는다."
guide_0203,ingredient_0187,크랜베리,신선도체크,"다이어트용 간식으로 말린 과일을 섭취할 경우 당분이 비교적 적은 베리류 등을 선택한다.

구입 전 설탕이나 코코넛 오일 등 첨가물이 있는지 확인한다."
guide_0204,ingredient_0188,키위,보관,"참다래는 서늘하고 통풍이 잘되는 곳에 보관하는 것이 좋다. 가장 적당한 보관 온도는 0℃이다. 참다래가 딱딱하여 덜 익은 상태라면 실온에서 며칠간 보관하여 자연스럽게 숙성시키는 것이 좋다.

빨리 후숙하는 방법으로 비닐에 사과나 바나나를 같이 넣으면 에틸렌 가스가 나와 참다래를 빨리 익게 한다. 냉장고에 넣으면 더 이상 익지 않고 현 상태 그대로 유지할 수 있다."
guide_0205,ingredient_0188,키위,손질,참다래는 물에 씻어 껍질을 까서 먹는다.
guide_0206,ingredient_0188,키위,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0207,ingredient_0188,키위,신선도체크,"참다래는 껍질이 짙은 갈색이며 모양이 고른 것이 좋다.

후숙 과일로 딱딱한 것은 신맛이 강하므로 후숙하여 먹는 것이 좋고, 말랑말랑한 것은 단맛이 좋아 후숙된 상태이므로 바로 먹어도 된다.

손가락 끝으로 눌렀을 때 잘 익은 복숭아처럼 약간 말랑말랑한 것이 좋으며, 부분적으로 말랑한 것은 상한 것이다."
guide_0208,ingredient_0190,포도,보관,포도는 포장용지 채로 냉장 보관한다.
guide_0209,ingredient_0190,포도,손질,포도송이를 작게 나눈 후 베이킹소다를 충분히 뿌려 섞고 맑은 물로 베이킹소다가 남지 않도록 여러 번 헹군다.
guide_0210,ingredient_0190,포도,세척,송이째 물에 1분 동안 담갔다가 흐르는 물에 잘 헹군다.
guide_0211,ingredient_0190,포도,신선도체크,"포도는 일반적으로 색이 짙고 알이 굵은 것을 선택한다. 포도송이 사이에 알이 지나치게 밀착된 것은 속에 있는 알이 덜 익은 경우가 많으므로 피한다. 알이 쉽게 떨어지거나 표면에 일부 주름이 진 것은 오래된 것이므로 좋지 않다.

보통 포도의 당도는 송이 가장 위쪽이 달고 아래쪽이 신맛이 강하므로 아래쪽을 먹어보며 판단한다. 과피에 하얀 과분은 당분이 껍질로 나와 쌓인 것으로 신선한 과실이다."
guide_0212,ingredient_0191,고사리,보관,생고사리는 끓는 물에 소금을 넣고 데친 후 햇볕에 건조해 보관한다. 보관 기간이 짧으면 데친 고사리를 물에 잠기게 담가 냉장 보관한다. 건 고사리는 햇볕이 들지 않고 건조한 실온에서 보관한다.
guide_0213,ingredient_0191,고사리,손질,"생고사리와 건고사리는 데친 후 물에 불려 쓴맛을 뺀다. 생고사리는 끓는 물에 소금을 약간 넣고 깨끗이 씻은 고사리를 넣어 삶는다.

골고루 익도록 저어주고 충분히 익으면 불을 끄고 30분 정도 둔 뒤 찬물로 갈아주고 반나절 담가 독성을 뺀다. 건고사리는 한 시간 정도 물에 불린 후 끓는 물에 넣어 삶아 줄기가 통통해지면 불을 끈다. 물을 여러 번 갈아가며 씻고 충분히 불려 사용한다."
guide_0214,ingredient_0191,고사리,세척,"흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0215,ingredient_0191,고사리,신선도체크,"생고사리는 줄기가 적당한 길이이고 굵기가 통통하며 잎이 크게 피지 않고 주먹처럼 감겨 있는 어린 순이 부드럽다. 잎이 펴진 것은 식감이 질기고 쓴맛이 있어 피한다. 색은 선명한 녹색이며 잎 부분에 갈색 솜털이 살짝 붙어 있는 것이 좋다.

삶은 고사리는 밝은 갈색에 줄기가 오동통하고 잎이 펴지지 않은 것을 고른다. 짙은 갈색에 줄기가 가는 것은 억셀 수 있다. 건조 고사리는 색이 너무 어둡지 않고 이물질이 없으며 잎이 벌어지지 않은 새순 줄기를 삶아 말린 것을 고른다.

국산 건 고사리는 줄기가 짧고 윗부분에 잎이 많으며 연한 갈색에 털이 적고 향기가 강하다. 중국산 건 고사리는 줄기가 길고 윗부분에 잎이 많이 떨어져 있으며 진한 갈색에 털이 많고 향기가 약하다."
guide_0216,ingredient_0192,곤드레,보관,서늘하고 통풍이 잘 되는 곳에 보관하거나 데쳐서 물기를 꼭 짠 후 냉동 보관할 수 있다.
guide_0217,ingredient_0192,곤드레,손질,물에 불리거나 데쳐서 헹군 후 물기를 빼고 용도에 맞게 자르거나 통으로 길게 사용하기도 한다.
guide_0218,ingredient_0192,곤드레,세척,"흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0219,ingredient_0192,곤드레,신선도체크,"싱싱한 무에서 나온 무청, 청결한 무청을 말린 것이 좋은 시래기이며 줄기와 잎이 너무 질기지 않고 푸른빛을 띠는 것이 좋다.

건조 시 직사광선에 노출되지 않고 통풍이 잘 되는 장소에서 말려야 녹색을 유지하면서 각종 영양소가 파괴되지 않고 품질이 우수한 시래기라고 할 수 있다.

국내산 시래기는 줄기가 굵고 부서진 부분이 적은 반면, 중국산 시래기는 줄기가 가늘고 부서진 부분이 많다."
guide_0220,ingredient_0193,삼나물,보관,말려서 서늘하고 통풍이 잘 되는 곳이나 냉동실에 보관한다.
guide_0221,ingredient_0193,삼나물,손질,"묵나물용은 데쳐 낸 후 찬물에 헹구지 말고 그대로 말려야 곰팡이가 피지 않는다. 꾸덕꾸덕 말라갈 때 가볍게 비벼 털어주면 부피를 줄일 수 있다.

묵은나물은 요리하기 전날 미지근한 물에 하룻밤 정도 불려 조물조물해주고 물을 한두 번 갈아 주면 더욱 좋다.

취나물 등 질긴 건나물은 요리하기 2~3일 전 물에 불려 충분히 삶은 다음 찬물에 담가 떫고 쓴맛을 제거한다.

가지나 박오가리 등 연한 건나물은 물에 너무 오래 불리면 흐물거리고 단맛이 빠지므로 30분 정도 잠깐만 불린다."
guide_0222,ingredient_0193,삼나물,세척,"섭취 또는 조리 전 식재료 특성에 맞게 이물질을 제거하고, 세척이 필요한 경우 흐르는 물에 충분히 씻는다."
guide_0223,ingredient_0193,삼나물,신선도체크,햇빛에 잘 말린 것으로 이물질이 없고 변질되지 않은 것이 좋다.
guide_0224,ingredient_0194,시래기,보관,서늘하고 통풍이 잘 되는 곳에 보관하거나 데쳐서 물기를 꼭 짠 후 냉동 보관할 수 있다.
guide_0225,ingredient_0194,시래기,손질,물에 불리거나 데쳐서 헹군 후 물기를 빼고 용도에 맞게 자르거나 통으로 길게 사용하기도 한다.
guide_0226,ingredient_0194,시래기,세척,"흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0227,ingredient_0194,시래기,신선도체크,"싱싱한 무에서 나온 무청, 청결한 무청을 말린 것이 좋은 시래기이며 줄기와 잎이 너무 질기지 않고 푸른빛을 띠는 것이 좋다.

건조 시 직사광선에 노출되지 않고 통풍이 잘 되는 장소에서 말려야 녹색을 유지하면서 각종 영양소가 파괴되지 않고 품질이 우수한 시래기라고 할 수 있다.

국내산 시래기는 줄기가 굵고 부서진 부분이 적은 반면, 중국산 시래기는 줄기가 가늘고 부서진 부분이 많다."
guide_0228,ingredient_0195,무순,보관,"사용하고 남은 새싹채소는 비닐 팩에 담아 냉장 보관한다.

이때 입김을 불어 넣어 팽팽하게 묶으면 새싹채소가 눌려 짓무르는 것을 방지할 뿐만 아니라 입김에 포함된 이산화탄소가 채소의 변질을 늦춰준다."
guide_0229,ingredient_0195,무순,손질,"새싹채소는 발아 후 1주일 안에 수확하며, 노지에서 생산하지 않아 농약을 사용하지 않고 재배한다. 따라서 특별한 세척법 없이 간단하게 씻으면 되지만 잎 전체가 여리므로 주의한다. 큰 용기에 물을 받아 살살 흔들어 씻고, 세척 후에는 채반에 받쳐 물기를 털어낸다."
guide_0230,ingredient_0195,무순,세척,"흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0231,ingredient_0195,무순,신선도체크,"새싹채소는 어린순이 부드럽고 맛있다. 길이가 5cm를 넘지 않는 것이 좋으며, 누렇게 변색한 것은 피한다. 줄기나 잎 부분에 검은색 반점이 생긴 것은 썩었거나 곰팡이가 핀 것이므로 구입하지 않는 것이 좋다.

새싹 종류별로 고유의 색을 띠는 것이 신선한 것으로, 브로콜리 싹과 다채 싹은 초록색을 띠고 있으며, 적양배추 싹은 붉고, 배추 싹은 노란빛을 띤다."
guide_0232,ingredient_0196,새싹,보관,"사용하고 남은 새싹채소는 비닐 팩에 담아 냉장 보관한다.

이때 입김을 불어 넣어 팽팽하게 묶으면 새싹채소가 눌려 짓무르는 것을 방지할 뿐만 아니라 입김에 포함된 이산화탄소가 채소의 변질을 늦춰준다."
guide_0233,ingredient_0196,새싹,손질,"새싹채소는 발아 후 1주일 안에 수확하며, 노지에서 생산하지 않아 농약을 사용하지 않고 재배한다. 따라서 특별한 세척법 없이 간단하게 씻으면 되지만 잎 전체가 여리므로 주의한다. 큰 용기에 물을 받아 살살 흔들어 씻고, 세척 후에는 채반에 받쳐 물기를 털어낸다."
guide_0234,ingredient_0196,새싹,세척,"흙이나 이물질을 제거한 뒤 물에 잠시 담갔다가 흐르는 물에 여러 번 헹군다.

잎이 겹쳐 있거나 주름진 부분은 잔류물이 남기 쉬우므로 펼쳐서 씻는다."
guide_0235,ingredient_0196,새싹,신선도체크,"새싹채소는 어린순이 부드럽고 맛있다. 길이가 5cm를 넘지 않는 것이 좋으며, 누렇게 변색한 것은 피한다. 줄기나 잎 부분에 검은색 반점이 생긴 것은 썩었거나 곰팡이가 핀 것이므로 구입하지 않는 것이 좋다.

새싹 종류별로 고유의 색을 띠는 것이 신선한 것으로, 브로콜리 싹과 다채 싹은 초록색을 띠고 있으며, 적양배추 싹은 붉고, 배추 싹은 노란빛을 띤다."
guide_0236,ingredient_0198,녹두,보관,"녹두는 잘 밀봉하여 서늘한 곳에 공기가 통하도록 보관한다.

더운 여름철에는 냉장고에 보관하는 것이 좋다."
guide_0237,ingredient_0198,녹두,손질,"껍질이 벗겨지지 않는 통 녹두는 흐르는 물에 깨끗이 씻은 다음 물에 8시간 가량 충분히 불려 손으로 비벼 껍질을 제거한다.

이때 체에 녹두를 밭쳐 비비면 좀 더 쉽게 껍질을 벗길 수 있다."
guide_0238,ingredient_0198,녹두,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0239,ingredient_0198,녹두,신선도체크,"녹두 낱알이 충실하고 고른 것을 고른다. 녹색 빛이 진하면서 갈색 낱알이 섞여 있는 것을 선택한다.

국산 녹두는 껍질이 거칠고 손으로 비비면 하얀 분말이 묻어나며 낱알 크기가 고르지 않고 미숙립이 많이 섞여 있으며, 물에 담갔을 때 물을 잘 빨아들이지 않는 특징이 있다. 반면 수입 녹두는 껍질이 매끈하고 윤기가 나며 연두색을 띠고 낱알이 굵고 고르게 생겼다."
guide_0240,ingredient_0202,밤,보관,"밤을 먼저 물로 씻어 이물질을 제거한 후 소금물에 1시간 담가둔다.

소금물은 맛을 보았을 때 짭짤한 정도가 좋으며, 소금물에 뜨는 밤은 벌레가 먹거나 썩은 밤이므로 건져낸다. 소금물에 담가둔 밤을 물로 깨끗이 씻어 물기를 제거한 후 그늘진 곳에 말린다.

지퍼백이나 비닐봉지에 담아 냉장 보관하는데, 밤에 습기가 차지 않도록 구멍을 뚫거나 신문지, 키친타월 등으로 싸서 보관해야 한다. 장기간 보관을 위해서는 밤을 삶아 냉동실에 보관한다."
guide_0241,ingredient_0202,밤,손질,깨끗이 씻어 껍질을 벗기고 물에 담가 두어 색이 변하는 것을 방지한다.
guide_0242,ingredient_0202,밤,세척,"흐르는 물에 표면을 충분히 씻고, 꼭지나 움푹 들어간 부분은 잔류물이 남기 쉬우므로 특히 꼼꼼히 세척한다."
guide_0243,ingredient_0202,밤,신선도체크,"알이 굵고 윤기가 나는 밤, 손으로 들어 봤을 때 단단하고 묵직한 밤, 껍질이 깨끗하고 구멍이 없는 밤, 물에 담갔을 때 뜨지 않고 가라앉는 밤을 고른다."
guide_0244,ingredient_0205,콩,보관,"상온에서 습기가 적고 통풍이 잘되는 곳에 보관한다. 통풍이 잘되는 서늘한 상온에 보관한다. 깍지가 붙어있는 강낭콩은 밀봉하여 냉장고에 보관하며, 장기 보관 시에는 껍질을 벗기고 콩알을 빼 살짝 데쳐 식힌 후 비닐봉지에 밀봉하여 냉동실에 보관한다.

냉동실에 보관한 콩은 사용할 때 바로 꺼내 가열하여 용도에 맞게 활용한다. 생 그린빈은 최대한 빠른 시일 내에 섭취하는 것이 좋으며, 보관할 때는 건조하지 않도록 비닐 팩이나 랩으로 싸서 냉장고 신선실에 보관한다. 상대적으로 유통기한이 긴 냉동 그린빈은 편리하게 보관하고 사용할 수 있는데, 냉동 보관 후 필요할 때 꺼내 살짝 데쳐 먹으면 된다.

통풍이 잘 되고 서늘한 곳에 보관한다."
guide_0245,ingredient_0205,콩,손질,"깨끗이 씻어 먼지나 이물질을 제거하고 용도에 맞게 불리거나 삶아서 이용한다. 깨끗이 씻은 콩을 큰 볼에 넣고 콩이 잠길 만큼 넉넉히 물을 부어 충분히 불린 뒤 사용한다.

강낭콩에는 렉틴과 트립신 억제제라는 독성물질이 있는데, 이들은 단백질로 구성되어 열에 의해 구조가 파괴되면서 독성이 사라진다.

렉틴은 영양분 흡수를 방해하고 트립신 억제제는 단백질 소화를 방해하므로 반드시 열을 가해 조리한 후 먹어야 한다. 그린빈 윗부분에 길쭉하게 달린 꼭지를 따준 뒤 흐르는 물에 깨끗이 씻는다.

데칠 때는 끓는 물에 1~2분 정도 살짝 데치며, 이때 소금을 약간 넣으면 그린빈의 푸른색이 더욱 짙어진다. 너무 오래 데치면 아삭한 식감을 잃으니 주의한다. 또는 기름에 살짝 볶아 다른 요리에 곁들이면 아삭한 식감을 즐길 수 있다.

깨끗한 물에 헹구어 먼지나 이물질을 제거한 후 조리에 이용한다."
guide_0246,ingredient_0205,콩,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0247,ingredient_0205,콩,신선도체크,"흑태(콩밥, 콩자반 등), 서리태(콩떡, 콩자반, 콩밥 등), 서목태(한방에서 약재로 쓰이는 약콩) 등 종류가 다양하므로 용도에 맞게 구입한다. 콩알이 윤기 있고 모양이 일정하며 선명한 적색이나 적갈색을 띠는 것을 고른다.

깍지가 붙어있는 강낭콩은 껍질이 마르지 않고 촉촉하며 부러뜨렸을 때 줄기가 남지 않는 것이 신선하다. 껍질 표면에 반점이나 주름이 있는 것은 오래된 것으로 피하는 것이 좋다.

고유의 초록빛이 선명하고 구부리면 쉽게 구부러지는 것이 좋으며, 비슷한 크기를 골라야 조리할 때 고르게 익어 좋다. 흠집이 있거나 뻣뻣한 것은 억세기 때문에 좋지 않다. (자료: 국립농산물품질관리원) 낟알이 납작하고 표면이 거칠며 윤기가 적다.

배꼽 속에 있는 타원형의 흰 선이 선명하고 껍질이 쭈글쭈글하다. 낟알이 통통하고 배꼽 속 흰 선이 희미하며 껍질이 매끈한 것도 있다."
guide_0248,ingredient_0206,팥,보관,벌레 먹기가 쉽기 때문에 바람이 잘 통하는 서늘한 곳에 보관한다.
guide_0249,ingredient_0206,팥,손질,흐르는 물에 깨끗이 씻어 조리에 이용한다.
guide_0250,ingredient_0206,팥,세척,"조리 전 이물질을 골라내고 물을 여러 번 갈아가며 씻는다.

불림이 필요한 경우에는 세척 후 깨끗한 물에 불려 사용한다."
guide_0251,ingredient_0206,팥,신선도체크,"붉은색이 짙고 윤기가 나며 껍질이 얇은 것이 좋다.

물에 뜨는 것은 좋지 않은 것으로 구입하지 않는 것이 바람직하며 알이 굵지만 고르지 않은 것은 피한다."
guide_0252,ingredient_0207,느타리버섯,보관,"표고를 물에 씻지 않고 손으로 불순물을 가볍게 털어낸 뒤 마른 행주로 표면을 닦고 랩으로 싸서 냉동실에 보관한다. 신문지에 싸서 냉장 보관한다. 습기를 제거하여 신선도를 유지하며, 습기가 차면 금방 곰팡이가 생긴다.

갓이 위로 가도록 세워서 보관하는 것이 좋다. 구입 후 손질해서 한 번 먹을 분량씩 비닐봉지에 담아 보관하면 편리하다. 버섯은 상하기 쉬워서 빨리 먹는 것이 좋으며, 신선도가 떨어진 버섯은 중독의 원인이 될 수 있다.

톱밥을 제거하지 말고 그대로 냉장 보관하는 것이 좋다. 채취 후 2~3일 내에 먹는 것이 좋고 보관은 냉장고에서 해야 하며, 그늘에 말려서 약재로 사용하기도 한다. 생 목이버섯은 수분이 날아가므로 신문지에 싸서 수분 방지를 하는 것이 좋으나, 대부분의 건 목이버섯은 바람이 잘 통하고 그늘진 곳에서 보관한다."
guide_0253,ingredient_0207,느타리버섯,손질,"말린 표고버섯을 다시 부드럽게 하기 위해 물에 담가 놓으면 맛있는 성분이 녹아 그 육수를 사용한다. 그 육수는 흙 향기가 베어 있다. 생 표고는 갓 안쪽이 손상되지 않도록 흐르는 물에 가볍게 씻거나 젖은 수건으로 닦아준다.

건 표고를 물에 불려 사용할 때는 너무 오래 불리지 않고 설탕을 살짝 넣으면 빨리 불릴 수 있고 감칠맛 성분도 달아나지 않는다. 팽이버섯은 누르스름한 밑동을 잘라내고 소쿠리에 담아 결결이 뜯어 가며 씻는다.

깨끗하게 씻을 경우 오히려 특유의 맛과 향, 영양성분이 감소하므로 꼭 씻어야 한다면 흐르는 물에 살짝만 씻는다. 흐르는 물에 깨끗이 씻어 손질한다.

깨끗한 헝겊이나 창호지, 습기를 잘 빨아들이는 신문지에 싸서 냉장고에 넣거나 습기를 제거해 보관한다. 요리 전에 미지근한 물에 불렸다가 사용한다. 사용 시에는 목이버섯의 줄기를 제거하고 사용한다."
guide_0254,ingredient_0207,느타리버섯,세척,흙이나 이물질을 가볍게 털어낸 뒤 필요할 때 흐르는 물에 짧게 헹구고 물기를 제거한다.
guide_0255,ingredient_0207,느타리버섯,신선도체크,"표고를 고를 때는 갓이 적당하게 펴져 있고, 갓 안쪽에 있는 주름이 뭉개지지 않으며 줄기가 통통하고 짧은 것이 좋다. 버섯의 종류에 따라 구입 요령이 다르나 신선하고 상처가 없으며 조직이 단단한 것이 좋다.

갓이 적고 둥글며 줄기가 전체적으로 가지런한 것, 색이 우윳빛이 도는 순백색 또는 크림색을 띠고 있는 것, 뿌리 부분이 짙은 다갈색으로 변해 있지 않고 줄기가 가늘지 않으며 살이 두꺼운 것, 갓이 우산형이고 수분이 적으며 미끈거림이 없는 것이 좋다. 육질이 부드럽고 단단하며 탄력이 있는 것으로 고유의 향기가 뛰어난 것을 구입하는 것이 좋다. 새송이 버섯은 마르지 않은 것으로 줄기가 길고 굵으며 아래로 갈수록 통통하고 속이 꽉 차 있는 것이 좋다.

육질이 단단하고 갓이 피지 않은 것은 좋은 버섯이다. 잘게 쪼개져 있지 않고 목이버섯의 온전한 모양을 가지고 있으며, 고유의 향이 많이 나는 것이 좋다."
guide_0256,ingredient_0208,만가닥버섯,보관,"표고를 물에 씻지 않고 손으로 불순물을 가볍게 털어낸 뒤 마른 행주로 표면을 닦고 랩으로 싸서 냉동실에 보관한다. 신문지에 싸서 냉장 보관한다. 습기를 제거하여 신선도를 유지하며, 습기가 차면 금방 곰팡이가 생긴다.

갓이 위로 가도록 세워서 보관하는 것이 좋다. 구입 후 손질해서 한 번 먹을 분량씩 비닐봉지에 담아 보관하면 편리하다. 버섯은 상하기 쉬워서 빨리 먹는 것이 좋으며, 신선도가 떨어진 버섯은 중독의 원인이 될 수 있다.

톱밥을 제거하지 말고 그대로 냉장 보관하는 것이 좋다. 채취 후 2~3일 내에 먹는 것이 좋고 보관은 냉장고에서 해야 하며, 그늘에 말려서 약재로 사용하기도 한다. 생 목이버섯은 수분이 날아가므로 신문지에 싸서 수분 방지를 하는 것이 좋으나, 대부분의 건 목이버섯은 바람이 잘 통하고 그늘진 곳에서 보관한다."
guide_0257,ingredient_0208,만가닥버섯,손질,"말린 표고버섯을 다시 부드럽게 하기 위해 물에 담가 놓으면 맛있는 성분이 녹아 그 육수를 사용한다. 그 육수는 흙 향기가 베어 있다. 생 표고는 갓 안쪽이 손상되지 않도록 흐르는 물에 가볍게 씻거나 젖은 수건으로 닦아준다.

건 표고를 물에 불려 사용할 때는 너무 오래 불리지 않고 설탕을 살짝 넣으면 빨리 불릴 수 있고 감칠맛 성분도 달아나지 않는다. 팽이버섯은 누르스름한 밑동을 잘라내고 소쿠리에 담아 결결이 뜯어 가며 씻는다.

깨끗하게 씻을 경우 오히려 특유의 맛과 향, 영양성분이 감소하므로 꼭 씻어야 한다면 흐르는 물에 살짝만 씻는다. 흐르는 물에 깨끗이 씻어 손질한다.

깨끗한 헝겊이나 창호지, 습기를 잘 빨아들이는 신문지에 싸서 냉장고에 넣거나 습기를 제거해 보관한다. 요리 전에 미지근한 물에 불렸다가 사용한다. 사용 시에는 목이버섯의 줄기를 제거하고 사용한다."
guide_0258,ingredient_0208,만가닥버섯,세척,흙이나 이물질을 가볍게 털어낸 뒤 필요할 때 흐르는 물에 짧게 헹구고 물기를 제거한다.
