ingredient_id,name,display_name,classification,data_source_type,seasonal_source_name,seasonal_source_url
ingredient_0263,새우,새우살 / 새우,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0264,홍게,홍게,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0265,해삼,해삼,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0266,가자미,가자미,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0267,감성돔,감성돔,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0268,고등어,고등어,해물류,영양만 있음,,
ingredient_0269,농어,농어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0270,대구,대구,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0271,도다리,도다리,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0272,동태,동태,해물류,영양만 있음,,
ingredient_0273,메기,메기,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0274,명태,코다리,해물류,영양만 있음,,
ingredient_0275,미꾸라지,미꾸라지,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0276,민물장어,민물장어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0277,민어,민어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0278,방어,방어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0279,밴댕이,디포리,건어물류,영양만 있음,,
ingredient_0280,뱀장어,뱀장어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0281,병어,병어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0282,복어,복어,해물류,제철만 있음,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0283,붕장어,붕장어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0284,삼치,삼치,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0285,서대,서대,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0286,송어,송어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0287,숭어,숭어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0288,아귀,아귀,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0289,임연수어,임연수어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0290,전갱이,전갱이,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0291,조피볼락,조피볼락,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0292,참다랑어,참치,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0293,참돔,참돔,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0295,청어,청어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0296,홍어,홍어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0297,가리비관자,관자,해물류,영양만 있음,,
ingredient_0298,가쓰오부시,가쓰오부시,건어물류,영양만 있음,,
ingredient_0299,각시수염고둥,골뱅이,해물류,영양만 있음,,
ingredient_0300,건새우,건새우 / 건새우가루 / 새우가루,건어물류,영양만 있음,,
ingredient_0301,과메기,과메기,건어물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0302,굴비,굴비,해물류,영양만 있음,,
ingredient_0303,날치알,날치알,해물류,영양만 있음,,
ingredient_0304,냉동새우,칵테일새우,해물류,영양만 있음,,
ingredient_0305,마른오징어,마른오징어,건어물류,영양만 있음,,
ingredient_0306,멸치,멸치 / 멸치가루,건어물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0307,명엽채,진미채,건어물류,영양만 있음,,
ingredient_0308,북어,북어 / 황태 / 황태포,건어물류,영양만 있음,,
ingredient_0309,어묵,어묵,가공식품류,영양만 있음,,
ingredient_0310,연어,연어,해물류,영양만 있음,,
ingredient_0311,쥐치포,쥐포,건어물류,영양만 있음,,
ingredient_0312,크래미,크래미,가공식품류,영양만 있음,,
ingredient_0313,해물믹스,해물믹스,해물류,영양만 있음,,
ingredient_0314,황태,북어채 / 황태,건어물류,영양만 있음,,
ingredient_0315,황태채,황태채,건어물류,영양만 있음,,
ingredient_0316,훈제연어,훈제연어,해물류,영양만 있음,,
ingredient_0317,갑오징어,갑오징어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0318,낙지,낙지,해물류,영양만 있음,,
ingredient_0319,문어,문어,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0320,오징어,오징어,해물류,영양만 있음,,
ingredient_0321,한치,한치,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0322,굴,굴,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0323,꼬막,꼬막,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0324,다슬기,다슬기,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0325,멍게,멍게,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0326,바지락,바지락,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0327,재첩,재첩,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0328,전복,전복,해물류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0329,조개,조개,해물류,영양만 있음,,
ingredient_0330,키조개,키조개,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0331,홍가리비,홍가리비,해물류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0332,건다시마,건다시마,건어물류,영양만 있음,,
ingredient_0333,건미역,건미역,건어물류,영양만 있음,,
ingredient_0334,김,김,해조류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0335,다시마,다시마,해조류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0337,매생이,매생이,해조류,영양만 있음+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0338,미역,미역,해조류,영양+제철,어식백세 블로그(korfish01) 이달의 수산물 월별 목록,https://blog.naver.com/PostList.naver?from=postList&blogId=korfish01&categoryNo=142&parentCategoryNo=142&currentPage=2
ingredient_0339,파래,파래,건어물류,영양만 있음,,
ingredient_0340,달걀,달걀,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0341,메추리알,메추리알,달걀/유제품,영양만 있음,,
ingredient_0342,닭가슴살,닭가슴살,닭고기,영양만 있음,,
ingredient_0344,닭날개,닭날개,닭고기,영양만 있음,,
ingredient_0345,닭다리살,닭다리살,닭고기,영양만 있음,,
ingredient_0346,닭안심,닭안심,닭고기,영양만 있음,,
ingredient_0347,오리,오리,육류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0348,돼지갈비,돼지갈비,돼지고기,영양만 있음,,
ingredient_0350,돼지등갈비,등갈비,돼지고기,영양만 있음,,
ingredient_0351,돼지목살,목살,돼지고기,영양만 있음,,
ingredient_0352,삼겹살,삼겹살,돼지고기,영양만 있음,,
ingredient_0353,돼지항정살,항정살,돼지고기,영양만 있음,,
ingredient_0354,등심,등심,소고기,영양만 있음,,
ingredient_0355,소고기,소고기,소고기,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0356,소부채살,부채살,소고기,영양만 있음,,
ingredient_0357,소살치살,살치살,소고기,영양만 있음,,
ingredient_0358,소안심,안심,소고기,영양만 있음,,
ingredient_0359,소우둔살,우둔살,소고기,영양만 있음,,
ingredient_0360,소채끝살,채끝살,소고기,영양만 있음,,
ingredient_0361,소홍두깨살,홍두깨살,소고기,영양만 있음,,
ingredient_0362,육우차돌박이,차돌박이,소고기,영양만 있음,,
ingredient_0363,한우양지,양지,소고기,영양만 있음,,
ingredient_0364,가염버터,가염버터,달걀/유제품,영양만 있음,,
ingredient_0365,그라다파다노치즈,그라다파다노치즈,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0366,리코타치즈,리코타치즈,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0367,마스카포네치즈,마스카포네치즈,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0368,모짜렐라치즈,모짜렐라치즈,달걀/유제품,영양만 있음,,
ingredient_0369,무염버터,무염버터,달걀/유제품,영양만 있음,,
ingredient_0370,사워크림,사워크림,달걀/유제품,영양만 있음,,
ingredient_0371,생크림,생크림,달걀/유제품,영양만 있음,,
ingredient_0373,스트링치즈,스트링치즈,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0374,연유,연유,달걀/유제품,영양만 있음,,
ingredient_0375,요구르트,요구르트,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0376,우유,우유,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0377,체다치즈,체다치즈,달걀/유제품,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0378,크림치즈,크림치즈,달걀/유제품,영양만 있음,,
ingredient_0379,파마산치즈,파마산치즈,달걀/유제품,영양만 있음,,
ingredient_0382,돈가스,돈가스,가공식품류,영양만 있음,,
ingredient_0383,떡갈비,떡갈비,가공식품류,영양만 있음,,
ingredient_0384,베이컨,베이컨,가공식품류,영양만 있음,,
ingredient_0385,소시지,소시지,가공식품류,영양만 있음,,
ingredient_0386,순대,순대,가공식품류,영양만 있음,,
ingredient_0387,스팸,스팸,가공식품류,영양만 있음,,
ingredient_0388,햄,햄,가공식품류,영양+가이드,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0389,훈제오리,훈제오리,육류,영양만 있음,,
ingredient_0390,그레나딘시럽,그레나딘시럽,,,,
ingredient_0391,뉴슈가,뉴슈가,,,,
ingredient_0392,라즈베리시럽,라즈베리시럽,,,,
ingredient_0393,머스코바도,머스코바도,,,,
ingredient_0394,메이플시럽,메이플시럽,,,,
ingredient_0395,바닐라시럽,바닐라시럽,,,,
ingredient_0396,버터스카치시럽,버터스카치시럽,,,,
ingredient_0397,블루큐라소시럽,블루큐라소시럽,,,,
ingredient_0399,설탕시럽,설탕시럽,,,,
ingredient_0400,솔티드카라멜시럽,솔티드카라멜시럽,,,,
ingredient_0401,아가베시럽,아가베시럽,,,,
ingredient_0402,얼그레이시럽,얼그레이시럽,,,,
ingredient_0403,요리당,요리당,,,,
ingredient_0404,원당,원당,,,,
ingredient_0405,청귤청,청귤청,,,,
ingredient_0407,카라멜시럽,카라멜시럽,,,,
ingredient_0408,카라멜피넛시럽,카라멜피넛시럽,,,,
ingredient_0409,코코넛시럽,코코넛시럽,,,,
ingredient_0410,팝콘시럽,팝콘시럽,,,,
ingredient_0411,헤이즐넛시럽,헤이즐넛시럽,,,,
ingredient_0412,동부묵,동부묵,,,,
ingredient_0413,두부면,두부면,,,,
ingredient_0415,우무묵,우무묵,,,,
ingredient_0416,유부초밥,유부초밥,,,,
ingredient_0417,콩비지,콩비지,,,,
ingredient_0418,포두부,포두부,,,,
ingredient_0419,푸주,푸주,,,,
ingredient_0420,한천가루,한천가루,,,,
ingredient_0421,고추절임,고추절임,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0422,깍두기 국물,깍두기 국물,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0423,낙지젓갈,낙지젓갈,,,,
ingredient_0424,멸치젓,멸치젓,,,,
ingredient_0425,명이나물,명이나물,,,,
ingredient_0426,무나물,무나물,,,,
ingredient_0427,무말랭이김치,무말랭이김치,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0428,백김치,백김치,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0429,소라젓,소라젓,,,,
ingredient_0430,조개젓,조개젓,,,,
ingredient_0431,짜사이,짜사이,,,,
ingredient_0432,창난젓,창난젓,,,,
ingredient_0433,피클초,피클초,,,,
ingredient_0434,마늘가루,마늘가루,,,,
ingredient_0435,메주가루,메주가루,,,,
ingredient_0436,보리가루,보리가루,,,,
ingredient_0437,보리떡용가루,보리떡용가루,,,,
ingredient_0438,산초가루,산초가루,,,,
ingredient_0439,선인장가루,선인장가루,,,,
ingredient_0440,쌀가루,쌀가루,,,,
ingredient_0441,아몬드가루,아몬드가루,,,,
ingredient_0443,파프리카가루,파프리카가루,,,,
ingredient_0445,표고버섯가루,표고버섯가루,,,,
ingredient_0446,핫케이크가루,핫케이크가루,,,,
ingredient_0447,국수,국수,,,,
ingredient_0448,꽃빵,꽃빵,,,,
ingredient_0449,냉면,냉면,,,,
ingredient_0450,냉면사리,냉면사리,,,,
ingredient_0451,도삭면,도삭면,,,,
ingredient_0452,도토리면,도토리면,,,,
ingredient_0453,라면사리,라면사리,,,,
ingredient_0454,라이스페이퍼,라이스페이퍼,,,,
ingredient_0455,버미셀리,버미셀리,,,,
ingredient_0456,사리곰탕면,사리곰탕면,,,,
ingredient_0457,소바면,소바면,,,,
ingredient_0458,옥수수면,옥수수면,,,,
ingredient_0459,중면,중면,,,,
ingredient_0460,치아바타,치아바타,,,,
ingredient_0461,카다이프,카다이프,,,,
ingredient_0462,크로와상,크로와상,,,,
ingredient_0463,피타브레드,피타브레드,,,,
ingredient_0466,고추장버터,고추장버터,,,,
ingredient_0467,느억맘소스,느억맘소스,,,,
ingredient_0468,달래양념장,달래양념장,,,,
ingredient_0469,두반장,두반장,,,,
ingredient_0470,땅콩소스,땅콩소스,,,,
ingredient_0471,땡초장,땡초장,,,,
ingredient_0472,떡볶이소스,떡볶이소스,,,,
ingredient_0473,똠얌꿍 페이스트,똠얌꿍 페이스트,,,,
ingredient_0474,마라샹궈소스,마라샹궈소스,,,,
ingredient_0475,마라소스,마라소스,,,,
ingredient_0476,물김치소스,물김치소스,,,,
ingredient_0477,바질페스토,바질페스토,,,,
ingredient_0478,발사믹글레이즈,발사믹글레이즈,,,,
ingredient_0479,발사믹소스,발사믹소스,,,,
ingredient_0480,볼로네제소스,볼로네제소스,,,,
ingredient_0481,불고기소스,불고기소스,,,,
ingredient_0482,살사소스,살사소스,,,,
ingredient_0483,샤브샤브소스,샤브샤브소스,,,,
ingredient_0484,소갈비소스,소갈비소스,,,,
ingredient_0485,스리라차소스,스리라차소스,,,,
ingredient_0489,양념치킨소스,양념치킨소스,,,,
ingredient_0490,월남쌈소스,월남쌈소스,,,,
ingredient_0491,조미소스,조미소스,,,,
ingredient_0492,참깨드레싱,참깨드레싱,,,,
ingredient_0493,참소스,참소스,,,,
ingredient_0494,초대리,초대리,,,,
ingredient_0496,치폴레소스,치폴레소스,,,,
ingredient_0497,크림소스,크림소스,,,,
ingredient_0498,타르타르소스,타르타르소스,,,,
ingredient_0499,타바스코소스,타바스코소스,,,,
ingredient_0500,트러플소스,트러플소스,,,,
ingredient_0501,피스타치오 스프레드,피스타치오 스프레드,,,,
ingredient_0502,피시소스,피시소스,,,,
ingredient_0503,해선장,해선장,,,,
ingredient_0505,허니머스터드소스,허니머스터드소스,,,,
ingredient_0506,고추참치캔,고추참치캔,,,,
ingredient_0507,김자반,김자반,,,,
ingredient_0508,꽁치통조림,꽁치통조림,,,,
ingredient_0509,먹태,먹태,,,,
ingredient_0510,아귀포,아귀포,,,,
ingredient_0512,참치캔,참치캔,,,,
ingredient_0513,고추기름,고추기름,,,,
ingredient_0515,아보카도오일,아보카도오일,,,,
ingredient_0516,옥수수유,옥수수유,,,,
ingredient_0517,올리브,올리브,,,,
ingredient_0518,칠리오일,칠리오일,,,,
ingredient_0519,트러플오일,트러플오일,,,,
ingredient_0520,화조유,화조유,,,,
ingredient_0521,건더기스프,건더기스프,,,,
ingredient_0522,라면스프,라면스프,,,,
ingredient_0523,발효조미료,발효조미료,,,,
ingredient_0524,샤브샤브육수,샤브샤브육수,,,,
ingredient_0525,소금장,소금장,,,,
ingredient_0526,액상스프,액상스프,,,,
ingredient_0527,양파당,양파당,,,,
ingredient_0528,우동건더기스프,우동건더기스프,,,,
ingredient_0529,치킨파우더,치킨파우더,,,,
ingredient_0531,피클스파이스,피클스파이스,,,,
ingredient_0532,혼다시,혼다시,,,,
ingredient_0533,홀스래디쉬,홀스래디쉬,,,,
ingredient_0534,후리가케,후리가케,,,,
ingredient_0535,너겟,너겟,,,,
ingredient_0536,만두소,만두소,,,,
ingredient_0537,불고기,불고기,,,,
ingredient_0540,육포,육포,,,,
ingredient_0541,족발,족발,,,,
ingredient_0542,치킨가라아게,치킨가라아게,,,,
ingredient_0543,편육,편육,,,,
ingredient_0545,곰탕육수,곰탕육수,,,,
ingredient_0546,다시마육수,다시마육수,,,,
ingredient_0548,다시팩,다시팩,,,,
ingredient_0549,닭육수,닭육수,,,,
ingredient_0550,동치미육수,동치미육수,,,,
ingredient_0551,멸치다시마육수,멸치다시마육수,,,,
ingredient_0552,멸치육수,멸치육수,,,,
ingredient_0553,멸치육수 코인,멸치육수 코인,,,,
ingredient_0554,멸치육수티백,멸치육수티백,,,,
ingredient_0555,멸치육수팩,멸치육수팩,,,,
ingredient_0556,양지육수,양지육수,,,,
ingredient_0557,육수분말,육수분말,,,,
ingredient_0559,조개멸치육수,조개멸치육수,,,,
ingredient_0560,코인육수,코인육수,,,,
ingredient_0562,해물육수팩,해물육수팩,,,,
ingredient_0563,황태채소육수,황태채소육수,,,,
ingredient_0564,녹차티백,녹차티백,,,,
ingredient_0565,레몬생강차,레몬생강차,,,,
ingredient_0566,막걸리,막걸리,,,,
ingredient_0567,말차가루,말차가루,,,,
ingredient_0568,망고주스,망고주스,,,,
ingredient_0569,배음료,배음료,,,,
ingredient_0570,보리차티백,보리차티백,,,,
ingredient_0571,사과청,사과청,,,,
ingredient_0572,아몬드브리즈,아몬드브리즈,,,,
ingredient_0573,양파즙,양파즙,,,,
ingredient_0574,양파청,양파청,,,,
ingredient_0576,얼그레이티백,얼그레이티백,,,,
ingredient_0577,에스프레소,에스프레소,,,,
ingredient_0578,오트밀크,오트밀크,,,,
ingredient_0579,완두콩 우유,완두콩 우유,,,,
ingredient_0580,위스키,위스키,,,,
ingredient_0581,진저에일,진저에일,,,,
ingredient_0582,코코넛밀크,코코넛밀크,,,,
ingredient_0583,핫초코가루,핫초코가루,,,,
ingredient_0584,히비스커스티백,히비스커스티백,,,,
ingredient_0585,감자튀김,감자튀김,,,,
ingredient_0586,드라이이스트,드라이이스트,,,,
ingredient_0587,번데기,번데기,,,,
ingredient_0588,베이크드빈,베이크드빈,,,,
ingredient_0589,부라타치즈,부라타치즈,,,,
ingredient_0590,브라운치즈,브라운치즈,,,,
ingredient_0591,브리치즈,브리치즈,,,,
ingredient_0592,선드라이 토마토,선드라이 토마토,,,,
ingredient_0594,잡채,잡채,,,,
ingredient_0595,젤라틴,젤라틴,,,,
ingredient_0596,짜장,짜장,,,,
ingredient_0598,타히니,타히니,,,,
ingredient_0599,토마토퓨레,토마토퓨레,,,,
ingredient_0600,파인애플통조림국물,파인애플통조림국물,,,,
ingredient_0601,후르츠칵테일,후르츠칵테일,,,,
ingredient_0602,마시멜로,마시멜로,,,,
ingredient_0604,빈츠,빈츠,,,,
ingredient_0605,쌀튀밥,쌀튀밥,,,,
ingredient_0606,연양갱,연양갱,,,,
ingredient_0607,오란다,오란다,,,,
ingredient_0609,코코아파우더,코코아파우더,,,,
ingredient_0610,마,마,,,,
ingredient_0611,비트,비트,,,,
ingredient_0613,총각무,총각무,,,,
ingredient_0614,칡뿌리,칡뿌리,,,,
ingredient_0615,퀴노아,퀴노아,,,,
ingredient_0616,곶감,곶감,,,,
ingredient_0617,코코넛,코코넛,,,,
ingredient_0618,고춧잎,고춧잎,,,,
ingredient_0619,무청우거지,무청우거지,,,,
ingredient_0620,우거지,우거지,,,,
ingredient_0621,껍질콩,껍질콩,,,,
ingredient_0622,콩잎,콩잎,,,,
ingredient_0623,노루궁뎅이버섯,노루궁뎅이버섯,,,,
ingredient_0624,만송이버섯,만송이버섯,,,,
ingredient_0625,목이버섯,목이버섯,,,,
ingredient_0626,송이버섯,송이버섯,,,,
ingredient_0627,양송이버섯,양송이버섯,,,,
ingredient_0628,고구마순,고구마순,,,,
ingredient_0629,다래순,다래순,,,,
ingredient_0630,마늘종,마늘종,,,,
ingredient_0631,엄나무순,엄나무순,,,,
ingredient_0632,오가피순,오가피순,,,,
ingredient_0633,가시오가피,가시오가피,,,,
ingredient_0634,감초,감초,,,,
ingredient_0635,느릅나무,느릅나무,,,,
ingredient_0636,엄나무,엄나무,,,,
ingredient_0637,황기,황기,,,,
ingredient_0639,갓,갓,,,,
ingredient_0640,개두릅,개두릅,,,농촌진흥청 국립농업과학원/NICS 이달의 식재료,https://nics.go.kr/food/kfi/foodMonth/list
ingredient_0641,고들빼기,고들빼기,,,,
