RCP_SNO,CKG_NM,INQ_CNT,SRAP_CNT,CKG_MTH_ACTO_NM,CKG_STA_ACTO_NM,CKG_MTRL_ACTO_NM,CKG_KND_ACTO_NM,CKG_MTRL_CN,CKG_INBUN_NM,CKG_DODF_NM,CKG_TIME_NM,INQ_CNT_RATE,REVIEW_STAR_NORM_AVG,REVIEW_SENTIMENT_AVG,INQ_CNT_LOG,INQ_CNT_LOG_CENTERED,SRAP_CNT_LOG,SRAP_CNT_LOG_CENTERED,REVIEW_RANK_SCORE
7019153,소고기 산적,8857,22,굽기,명절,소고기,메인반찬,"[['사과', '1/4', '개'], [' 양파', '1/4', '개'], [' 진간장', '2', 't'], [' 올리고당', '1', 't'], [' 들기름', '1', 't'], [' 생강가루', '', '약간']]",4인분,중급,60분이내,0.14572947,,,9.089076284483143,1.3203762285453298,3.1354942159291497,0.8238227426746971,
7019163,애호박 밥새우전,989,60,부침,일상,채소류,밥/죽/떡,"[['애호박', '1', '개'], [' 밥새우', '4', '숟가락'], [' 청양고추', '1/2', '개'], [' 홍고추', '', '약간'], [' 부침가루', '3', '숟가락'], [' 전분가루', '1/2', '숟가락'], [' 소금', '1/3', '숟가락'], [' 식용유', '', '약간']]",2인분,고급,30분이내,0.016272603,,,6.897704943128636,-0.8709951128091777,4.110873864173311,1.7992023909188588,
7019165,팽이 달걀덮밥,17462,1045,부침,일상,달걀/유제품,밥/죽/떡,"[['팽이버섯', '1/4', '개'], [' 크래미', '2', '개'], [' 밥', '1', '공기'], [' 쪽파', '1-2', '줄기'], [' 달걀', '2', '개'], [' 식용유', '', '약간'], [' 진간장', '1', '숟가락'], [' 굴소스', '1', '숟가락'], [' 맛술', '1', '숟가락'], [' 식초', '1/2', '숟가락'], [' 전분물', '1', '숟가락']]",1인분,고급,30분이내,0.287312635,1.0,0.9218181818181818,9.767839635939845,1.9991395800020317,6.952728644624869,4.6410571713704165,1.9218181818181819
7019169,로메인시저샐러드,1399,16,기타,기타,기타,샐러드,"[['베이컨', '70', 'g'], [' 식빵', '1', '장'], [' 로메인', '150', 'g'], [' 파마산치즈', '2', '큰술'], [' 레몬주스', '1', '큰술'], [' 우스터소스', '1', '큰술'], [' 파마산치즈', '2', '큰술'], [' 흑후추', '', ''], [' 올리브오일', '3', '큰술']]",2인분,중급,10분이내,0.023018576,,,7.24422751560335,-0.5244725403344637,2.833213344056216,0.5215418708017636,
7019178,명란 오이두부비빔밥,1922,18,비빔,초스피드,해물류,밥/죽/떡,"[['현미밥', '1~200', 'g'], [' 명란젓', '', '취향껏'], [' 오이', '1/2', '개'], [' 두부', '1/2', '모'], [' 와사비', '', ''], [' 무순', '', ''], [' 참기름', '1', 't']]",1인분,중급,5분이내,0.031623805,,,7.56164174558878,-0.20705831034903355,2.9444389791664403,0.6327675059119877,
7019179,열무얼갈이김치,8682,7,기타,일상,기타,김치/젓갈/장류,"[['열무', '2', 'kg'], [' 얼갈이 배추 500g', '1', '단'], [' 쪽파', '10', '개'], [' 양파 큰것', '1', '개'], [' 마늘', '10', '개'], [' 사과 중간사이즈', '2', '개'], [' 새우젓', '10', '큰술'], [' 멸치액젓', '8', '큰술'], [' 매실청', '8', '큰술'], [' 설탕', '5', '큰술'], [' 꽃소금', '1', '큰술'], [' 찬밥', '1', '공기']]",6인분이상,고급,2시간이내,0.142850091,,,9.069122370060645,1.300422314122832,2.0794415416798357,-0.2322299315746168,
7019189,동태전,9874,3,부침,명절,해물류,메인반찬,"[['동태포 1팩', '400', 'g'], [' 소금', '', '취향껏'], [' 후춧가루', '', '톡톡'], [' 달걀', '2', '개'], [' 맛술', '1', 't'], [' 부침가루', '', '적당히'], [' 식용유', '', '넉넉히']]",4인분,초급,30분이내,0.162462774,,,9.197761589769323,1.4290615338315096,1.3862943611198906,-0.925377112134562,
7019190,순두부찌개,31664,131,끓이기,일상,돼지고기,찌개,"[['돼지고기 다짐육', '150', 'g'], [' 순두부', '1', '개'], [' 양파', '1/2', '개'], [' 대파', '1/3', '대'], [' 다진 마늘', '1', '큰술'], [' 청양고추', '2', '개'], [' 계란', '1', '개'], [' 팽이버섯', '1', '개'], [' 맛술', '1', '큰술'], [' 진간장', '1', '큰술'], [' 참치액젓', '1', '큰술'], [' 코인 육수', '1', '알'], [' 물', '200', 'ml']]",2인분,고급,30분이내,0.520986557,1.0,0.9199999999999999,10.36296724895053,2.5942671930127172,4.882801922586371,2.571130449331918,1.92
7019193,김치 닭볶음탕,6456,23,끓이기,일상,닭고기,국/탕,"[['묵은지', '1/4', '포기'], [' 닭', '1', 'kg'], [' 양파', '1', '개'], [' 감자', '2', '개'], [' 대파', '1', '대'], [' 월계수잎', '4~5', '개'], [' 진간장', '2', 't'], [' 멸치 액젓', '1', 't'], [' 다진 마늘', '1', 't'], [' 매실청', '1', 't'], [' 생강가루', '', '약간']]",4인분,중급,60분이내,0.106224394,,,8.772920092626467,1.004220036688654,3.1780538303479458,0.8663823570934932,
7019196,일식 간고등어조림,1417,12,조림,일상,해물류,메인반찬,"[['간고등어', '1', '손'], [' 물', '200', 'ml'], [' 스끼야끼간장', '2', '스푼'], [' 양조간장', '4', '스푼'], [' 맛술', '2', '스푼'], [' 설탕', '1', '스푼'], [' 마늘', '7', '톨'], [' 생강', '1', '톨'], [' 무', '1', '토막'], [' 청양고추', '1', '개'], [' 소주', '2', '스푼']]",3인분,중급,30분이내,0.023314741,,,7.257002707092073,-0.5116973488457406,2.5649493574615367,0.2532778842070842,
7019199,에그포테이토샐러드,1157,12,기타,간식,기타,샐러드,"[['호밀빵', '2', '개'], [' 잼', '', '적당량'], [' 감자', '2', '개'], [' 계란', '2', '개'], [' 양파', '1/4', '개'], [' 당근 다짐', '2', 't'], [' 버터', '1', 't'], [' 마요네즈', '2', 't'], [' 허니머스터드', '0.5', 't'], [' 설탕', '1', '꼬집'], [' 소금', '', '약간'], [' 후추', '', '약간'], [' 파슬리', '', '약간'], [' 식초', '1', 't']]",3인분,초급,30분이내,0.019036807,,,7.05444965813294,-0.7142503978048733,2.5649493574615367,0.2532778842070842,
7019200,족발,2014,11,볶음,일상,돼지고기,메인반찬,"[['족발', '400', 'g'], [' 식용유', '2', '큰술'], [' 다진 마늘', '1', '큰술'], [' 대파', '1/2', '대'], [' 매운 고추장', '1', '큰술'], [' 굴소스', '1', '큰술'], [' 간장', '1', '큰술'], [' 설탕', '1', '큰술'], [' 참기름', '1/2', '큰술'], [' 통깨', '', '']]",2인분,고급,2시간이내,0.033137536,,,7.608374474380783,-0.16032558155703036,2.4849066497880004,0.1732351765335478,
7019203,버터쿠키,3595,84,굽기,간식,가공식품류,디저트,"[['무염버터', '120', 'g'], [' 설탕', '80', 'g'], [' 소금', '2', 'g'], [' 달걀물', '40', 'g'], [' 박력분', '240', 'g'], [' 베이킹파우더', '2', 'g']]",4인분,고급,90분이내,0.059150666,1.0,0.8300000000000001,8.18757739559151,0.41887733965369733,4.442651256490317,2.130979783235864,1.83
7019205,무장아찌,1809,4,기타,기타,채소류,밑반찬,"[['무', '2', '개'], [' 청양고추', '7~8', '개'], [' 매실청', '3', '컵'], [' 물엿', '1', '컵'], [' 소주', '1/2', '컵']]",6인분이상,고급,15분이내,0.029764549,,,7.501082124259871,-0.26761793167794234,1.6094379124341003,-0.7022335608203523,
7019207,루러우판,3152,8,조림,일상,돼지고기,밥/죽/떡,"[['밥', '4', '인분'], [' 돼지고기', '900', 'g'], [' 식용유', '', '적당량'], [' 설탕', '2-3', 't'], [' 간장', '120', 'ml'], [' 양파', '', '적당량'], [' 오향가루', '2-3', 't'], [' 백후추', '1-2', 't'], [' 미림', '4', 't'], [' 물', '', '넉넉히'], [' 삶은계란', '', '적당량']]",4인분,중급,60분이내,0.051861724,,,8.056109659545061,0.287409603607248,2.1972245773362196,-0.11444689591823298,
7019209,띠과치우,2005,12,튀김,간식,채소류,기타,"[['고구마', '300', 'g'], [' 설탕', '65', 'g'], [' 타피오카전분', '170-180', 'g'], [' 식용유', '', '적당량'], [' 물', '', '']]",4인분,초급,30분이내,0.032989453,,,7.603897968521881,-0.16480208741593216,2.5649493574615367,0.2532778842070842,
7019210,순두부전골,1061,5,끓이기,일상,가공식품류,메인반찬,"[['순두부', '1', '팩'], [' 물', '800', 'ml'], [' 국물용멸치', '', ''], [' 다시마 조각', '2', '조각'], [' 마늘', '2', '알'], [' 애호박', '8', 'cm'], [' 대파', '1/2', '대'], [' 양파', '1/2', '대'], [' 청양고추', '1', '개'], [' 국간장', '1', 't'], [' 멸치액젓', '0.5', 't'], [' 고춧가루', '2', 't'], [' 굵은소금', '0.5', 't'], [' 당면', '', ''], [' 버섯', '', '']]",4인분,중급,60분이내,0.017457262,,,6.967909201801884,-0.8007908541359292,1.791759469228055,-0.5199120040263976,
7019212,마파두부,16997,12,조림,일상,가공식품류,밥/죽/떡,"[['두부', '1/2', '모'], [' 마늘', '2', '알'], [' 양파', '1/2', '개'], [' 홍고추', '1', '개'], [' 청고추', '1', '개'], [' 대파', '1/2', '대'], [' 고춧가루', '2', 't'], [' 설탕', '1/2', 't'], [' 소금', '', '적당량'], [' 후추', '', '적당량'], [' 생강가루', '1/5', 't'], [' 두반장', '1.5', 't'], [' 미림', '2', 't'], [' 진간장', '1', 't'], [' 전분', '1', 't'], [' 물', '200', 'ml'], [' 식용유', '', '적당량'], [' 참기름', '1/2', 't']]",2인분,중급,15분이내,0.279661714,,,9.740850969058572,1.9721509131207586,2.5649493574615367,0.2532778842070842,
7019213,홍진미채무침,1210,6,무침,일상,건어물류,밑반찬,"[['홍 진미채', '200', 'g'], [' 고춧가루', '1', '큰술'], [' 매실청', '3', '큰술'], [' 식초', '2', '큰술'], [' 다진 마늘', '1', '큰술'], [' 참기름', '2', '큰술'], [' 통깨', '', '약간']]",4인분,초급,15분이내,0.019908847,1.0,0.96,7.099201743553092,-0.6694983123847216,1.9459101490553132,-0.3657613241991393,1.96
7019214,과일샐러드,2304,3,무침,일상,과일류,샐러드,"[['사과', '1', '개'], [' 배', '1', '개'], [' 바나나', '2', '개'], [' 귤', '2', '개'], [' 건포도', '', '적당량'], [' 마요네즈', '', '취향껏'], [' 소금', '', '적당량'], [' 설탕', '', '적당량']]",4인분,초급,10분이내,0.037909077,,,7.742835955430749,-0.025864100507064336,1.3862943611198906,-0.925377112134562,
7019215,머랭쿠키,4435,19,굽기,간식,달걀/유제품,디저트,"[['계란', '3', '알'], [' 설탕', '105', 'g'], [' 식초', '2~3', '방울']]",4인분,중급,90분이내,0.072971683,1.0,0.010000000000000009,8.397508348470257,0.6288082925324439,2.995732273553991,0.6840608002995383,1.01
7019217,강된장,2467,4,끓이기,일상,가공식품류,찌개,"[['양파', '1/2', '개'], [' 새송이버섯', '1/2', '대'], [' 청고추', '2', '개'], [' 홍고추', '1', '개'], [' 애호박', '5', 'cm'], [' 대파', '1', '대'], [' 마늘', '4', '알'], [' 표고버섯', '1-2', '개'], [' 조갯살', '150', 'g'], [' 다시마 조각', '5', '장'], [' 손질한 멸치', '10', '마리'], [' 두부', '1/2', '모'], [' 된장 크게', '1.5', 't'], [' 고춧가루', '1', 't'], [' 미림', '2', 't'], [' 후추', '', '적당량'], [' 물', '100', 'ml'], [' 멸치액젓', '', '적당량']]",4인분,중급,30분이내,0.040591013,,,7.811163385025279,0.04246332908746542,1.6094379124341003,-0.7022335608203523,
7019223,빈츠 스모어,2973,2,기타,초스피드,밀가루,과자,"[['빈츠', '4', '개'], [' 마시멜로우', '2', '개']]",1인분,중급,5분이내,0.048916531,,,7.9976631270201,0.22896307108228697,1.0986122886681098,-1.2130591845863428,
7019227,식혜,9423,6,끓이기,명절,쌀,차/음료/술,"[['엿기름', '400', 'g'], [' 쌀', '2', 'c'], [' 물', '3', 'l'], [' 설탕', '200', 'g']]",4인분,중급,2시간이상,0.155042203,,,9.151014905891367,1.3823148499535538,1.9459101490553132,-0.3657613241991393,
7019235,두부김밥,1993,90,볶음,다이어트,채소류,밥/죽/떡,"[['김', '4.5', '장'], [' 두부', '500', 'g'], [' 계란', '3', '개'], [' 당근', '3', '개'], [' 유기농 어린잎', '', '넉넉히'], [' 크레미', '1', '봉지'], [' 단무지', '3', '줄'], [' 우엉', '9', '줄'], [' 소금', '', '조금'], [' 올리브 오일', '', '적당히'], [' 참기름', '', '조금'], [' 깨', '', '조금']]",2인분,고급,30분이내,0.03279201,,,7.597897950521784,-0.1708021054160298,4.51085950651685,2.199188033262397,
7019244,아욱된장국,8859,41,끓이기,일상,채소류,국/탕,"[['멸치다시마 육수', '1.2', 'l'], [' 아욱', '300', 'g'], [' 건새우', '1/2', '줌'], [' 두부', '1', '모'], [' 된장', '2', 't'], [' 까나리 액젓', '1', 't'], [' 다진마늘', '1', 't'], [' 대파', '1/2', '대']]",6인분이상,초급,30분이내,0.145762377,1.0,0.96,9.089302043599126,1.3206019876613126,3.7376696182833684,1.4259981450289159,1.96
7019253,배추 감자국,1012,10,끓이기,일상,채소류,국/탕,"[['배춧잎', '400', 'g'], [' 감자', '1', '개'], [' 물', '1.5', 'l'], [' 중멸치', '1', '줌'], [' 건다시마', '10', 'g'], [' 건새우', '1/2', '줌'], [' 된장', '2', 't'], [' 국간장', '1', 't'], [' 고춧가루', '1', 't'], [' 청양고추', '1', '개'], [' 대파 초록부분', '1/2', '대']]",4인분,고급,60분이내,0.016651036,,,6.920671504248683,-0.8480285516891302,2.3978952727983707,0.08622379954391812,
7019254,팽이버섯 배추말이,1599,25,부침,다이어트,채소류,메인반찬,"[['배추', '6', '장'], [' 팽이버섯', '1', '봉'], [' 당근', '', '조금'], [' 대파', '1/2', '대'], [' 청양고추', '2', '개'], [' 올리고당', '1', 't'], [' 고추가루', '1', 't'], [' 참기름', '1', 't'], [' 깨소금', '', '조금']]",2인분,초급,30분이내,0.026309295,,,7.3777589082278725,-0.39094114770994093,3.258096538021482,0.9464250647670296,
7019266,콩나물 미더덕찜,917,12,찜,손님접대,해물류,밑반찬,"[['콩나물 머리 딴 것', '500', 'g'], [' 미더덕', '200', 'g'], [' 오징어 중간', '1', '마리'], [' 깻잎', '20', '장'], [' 대파', '1', '개'], [' 양파', '1/2', '개'], [' 청양 고추', '2', '개'], [' 참기름', '1', '숟가락'], [' 통깨', '1', '숟가락'], [' 진간장', '1', '숟가락'], [' 매실청', '1', '숟가락'], [' 다진 마늘', '1', '숟가락'], [' 고춧가루', '3', '숟가락']]",4인분,중급,10분이내,0.015087944,,,6.822197390620491,-0.9465026653173227,2.5649493574615367,0.2532778842070842,
7019268,삼색김밥,1078,5,기타,도시락,채소류,밥/죽/떡,"[['오이', '4', '개'], [' 계란', '4', '개'], [' 크래미', '4', '개'], [' 밥', '3', '공기'], [' 참기름', '', ''], [' 깨소금', '', ''], [' 소금', '', '']]",3인분,초급,30분이내,0.017736973,,,6.983789965258135,-0.7849100906796789,1.791759469228055,-0.5199120040263976,
7019279,간장두부조림,2026,46,조림,일상,콩/견과류,메인반찬,"[['두부 1모', '300', 'g'], [' 소금', '1/2', 't'], [' 물', '1', 't'], [' 맛술', '1', 't'], [' 설탕', '1/2', 't'], [' 다진마늘', '1', 't'], [' 참기름', '1', 't'], [' 통깨', '', '약간'], [' 식용유', '', '적당히']]",2인분,고급,30분이내,0.033334979,1.0,0.94,7.614312146452,-0.1543879094858136,3.8501476017100584,1.5384761284556059,1.94
7019281,돼지고기 미트볼,1039,2,조림,일상,돼지고기,양식,"[['돼지고기 다짐육', '600', 'g'], [' 양파', '1/2', '개'], [' 다진마늘', '1', '큰술'], [' 빵가루', '3', '큰술'], [' 우유', '3', '큰술'], [' 버터', '15', 'g'], [' 카레 가루', '1', '티스푼'], [' 파마산 치즈', '2', '큰술'], [' 파슬리', '1', '큰술'], [' 소금', '1', '꼬집'], [' 후추', '1', '꼬집'], [' 케첩', '3', '큰술'], [' 설탕', '1', '큰술'], [' 맛술', '3', '큰술'], [' 물', '100', 'ml'], [' 후추', '2', '꼬집'], [' 양파', '1/2', '개'], [' 다진마늘', '1', '큰술'], [' 올리브오일', '1', '바퀴']]",2인분,고급,90분이내,0.017095283,,,6.946975992135418,-0.821724063802395,1.0986122886681098,-1.2130591845863428,
7019284,간장 돼지갈비찜,17827,66,찜,손님접대,돼지고기,메인반찬,"[['돼지갈비', '2', 'kg'], [' 양파', '2', '개'], [' 청양고추', '2', '개'], [' 꽈리고추', '5', '개'], [' 홍고추', '1', '개'], [' 당근', '2', '개'], [' 무', '1/4', '개'], [' 표고버섯', '2', '개'], [' 대파', '2', '개'], [' 물', '1', 'l'], [' 갈아만든 배', '1', 'l'], [' 황설탕', '100', 'g'], [' 맛술', '120', 'g'], [' 물', '240', 'g'], [' 다진마늘', '2', '큰술'], [' 생강가루', '15', 'g'], [' 대파', '1/3', '대'], [' 참기름', '4', '큰술'], [' 후추', '1', '티스푼']]",6인분이상,고급,2시간이상,0.293318196,1.0,0.96,9.788525534066446,2.0198254781286327,4.204692619390966,1.8930211461365132,1.96
7019288,팥칼국수,2160,2,끓이기,다이어트,밀가루,면/만두,"[['삶은 팥', '2', '컵'], [' 칼국수면', '1', '인분'], [' 물', '1~1.5', 'ml'], [' 소금', '', '취향것'], [' 설탕', '', '취향것']]",1인분,중급,60분이내,0.03553976,,,7.6783263565068856,-0.09037369943092788,1.0986122886681098,-1.2130591845863428,
7019292,모닝빵 샌드위치,3395,11,비빔,다이어트,채소류,빵,"[['감자', '2', '개'], [' 양배추', '200', 'g'], [' 맛살', '3', '줄'], [' 계란', '3', '개'], [' 머스터드', '1', 't'], [' 마요네즈', '1', 't'], [' 홀그레인머스터드', '1', 't'], [' 알룰로스', '', '']]",4인분,초급,30분이내,0.055859947,,,8.130353547431238,0.3616534914934242,2.4849066497880004,0.1732351765335478,
7019296,소고기탕국,3480,21,끓이기,명절,소고기,국/탕,"[['소고기', '300', 'g'], [' 무', '150', 'g'], [' 두부', '1', '모'], [' 코인 육수', '2', '개'], [' 들기름', '1', 't'], [' 물', '1', 'l'], [' 맛술', '1', 't'], [' 들기름', '0.5', 't']]",4인분,중급,60분이내,0.057258502,,,8.15507488781144,0.386374831873626,3.091042453358316,0.7793709801038635,
7019302,갓김치 고등어조림,1496,3,조림,일상,해물류,메인반찬,"[['고등어', '3', '팩'], [' 갓김치', '3~5', '쪽'], [' 무', '1', '토막'], [' 물', '600', 'ml'], [' 갓김치 국물', '2', '국자'], [' 맛술', '2', '큰술'], [' 다진 마늘', '1', '큰술'], [' 설탕', '1', '큰술'], [' 고춧가루', '1~2', '큰술']]",4인분,고급,60분이내,0.024614575,,,7.311218384419629,-0.45748167151818464,1.3862943611198906,-0.925377112134562,
7019303,두부 참치조림,4621,171,조림,일상,콩/견과류,메인반찬,"[['두부', '1', '모'], [' 참치', '1', '캔'], [' 양파', '1/2', '개'], [' 대파', '1', '대'], [' 청양고추', '1', '개'], [' 설탕', '1/2', '숟가락'], [' 간장', '3~4', '숟가락'], [' 다진마늘', '1', '숟가락'], [' 물', '100', 'ml'], [' 참치액', '1', '숟가락']]",3인분,초급,30분이내,0.076032052,1.0,0.95,8.438582790834326,0.6698827348965128,5.147494476813453,2.835823003559,1.95
7019306,데리야끼 삼치구이,2209,60,굽기,일상,해물류,메인반찬,"[['삼치', '2', '토막'], [' 전분가루', '2', 't'], [' 통마늘', '3', '개'], [' 소금', '', '약간'], [' 후추', '', '약간'], [' 생강술', '', '약간'], [' 맛술', '3', 't'], [' 물엿', '3', 't'], [' 생강가루', '1', 't'], [' 레몬생강차', '1', 't']]",2인분,중급,30분이내,0.036345986,1.0,0.94,7.700747794511798,-0.06795226142601507,4.110873864173311,1.7992023909188588,1.94
7019308,청경채 베이컨볶음,3005,14,볶음,일상,채소류,메인반찬,"[['청경채', '11', '다발'], [' 베이컨', '8', '줄'], [' 식초', '2', '큰술'], [' 올리브유', '3', '큰술'], [' 다진마늘', '1', '큰술'], [' 굴소스', '2', '큰술'], [' 깨소금', '1', '큰술'], [' 후추', '', '조금']]",4인분,고급,30분이내,0.049443046,,,8.00836557031292,0.23966551437510653,2.70805020110221,0.3963787278477575,
7019315,우삼겹덮밥,954,24,굽기,일상,소고기,밥/죽/떡,"[['우삼겹', '300', 'g'], [' 양파', '1/2', '개'], [' 다진마늘', '1', '스푼'], [' 대파', '1/2', '개'], [' 청양고추', '1', '개'], [' 계란노른자', '2', '개'], [' 물엿', '1/2', '스푼'], [' 설탕', '1/2', '스푼'], [' 맛술', '2', '스푼'], [' 다진마늘', '1/2', '스푼']]",1인분,고급,10분이내,0.015696727,,,6.86171134048073,-0.906988715457083,3.2188758248682006,0.907204351613748,
7019319,참치 미역 오트밀죽,2522,32,기타,초스피드,기타,밥/죽/떡,"[['오트밀', '30', 'g'], [' 미역', '5', 'g'], [' 참치', '1/2~1', '캔'], [' 물', '150', 'ml'], [' 참기름', '', '조금']]",1인분,고급,10분이내,0.041495961,,,7.833203948641057,0.06450389270324397,3.4965075614664802,1.1848360882120277,
7019325,베이컨 감자샐러드,1220,7,기타,간식,채소류,샐러드,"[['감자', '2', '개'], [' 양파', '1', '개'], [' 달걀', '3', '개'], [' 당근', '1/2', '개'], [' 베이컨', '6', '줄'], [' 마요네즈', '', ''], [' 크림치즈', '', ''], [' 소금', '', ''], [' 후추', '', '']]",4인분,중급,30분이내,0.020073383,,,7.107425474110705,-0.6612745818271089,2.0794415416798357,-0.2322299315746168,
7019326,양배추 어묵볶음,1054,29,볶음,일상,채소류,메인반찬,"[['양배추', '1/4', '개'], [' 사각어묵', '4', '장'], [' 청양고추', '2', '개'], [' 다진마늘', '1', 't'], [' 식용유', '2', 't'], [' 진간장', '2', 't'], [' 설탕', '0.5', 't']]",1인분,고급,30분이내,0.017342087,1.0,0.95,6.961296045910167,-0.8074040100276463,3.4011973816621555,1.089525908407703,1.95
7019335,고등어구이,7061,18,굽기,일상,기타,메인반찬,"[['냉동 고등어', '2', '팩'], [' 튀김가루', '1', '큰술'], [' 올리브오일', '1~2', '큰술'], [' 쌀뜨물', '', '넉넉하게'], [' 피클물', '1', '큰술'], [' 마요네즈', '2', '큰술'], [' 올리고당', '0.5', '큰술']]",2인분,고급,30분이내,0.116178818,1.0,0.9199999999999999,8.862483576488332,1.0937835205505184,2.9444389791664403,0.6327675059119877,1.92
7019341,통닭구이,2049,6,굽기,영양식,닭고기,메인반찬,"[['닭', '1', 'kg'], [' 허브맛솔트', '', '톡톡']]",3인분,초급,60분이내,0.033713411,,,7.6255950721324535,-0.14310498380535996,1.9459101490553132,-0.3657613241991393,
7019351,토마토주스라면,12439,90,끓이기,일상,밀가루,면/만두,"[['라면', '1', '개'], [' 토마토주스', '400', 'ml'], [' 물', '100', 'ml'], [' 달걀', '1', '개'], [' 쪽파', '', '약간']]",1인분,중급,10분이내,0.204666239,0.5,-0.30000000000000004,9.42867236629317,1.6599723103553572,4.51085950651685,2.199188033262397,0.19999999999999996
7019353,사태찜,4717,4,찜,영양식,소고기,메인반찬,"[['배', '1', '개'], [' 사과', '1', '개'], [' 파인애플', '60', 'g'], [' 양파', '1', '개'], [' 진간장', '300', 'ml'], [' 꽃게액젓', '3', '큰술'], [' 매실액', '3', '큰술'], [' 소고기다시다', '1', '큰술'], [' 꿀', '5', '큰술'], [' 다진마늘', '4', '큰술'], [' 다진생강', '1', '큰술'], [' 소주', '2', '큰술'], [' 후추', '1', '큰술'], [' 한우사태', '600', 'g'], [' 깐밤', '8', '개'], [' 당근', '1', '개'], [' 표고버섯', '4', '개'], [' 양념', '4', '국자'], [' 조개멸치 육수', '1', '알'], [' 파채', '', '원하는만큼'], [' 콜라', '100', 'ml'], [' 물', '200', 'ml']]",6인분이상,고급,2시간이상,0.077611596,,,8.45914025996762,0.690440204029807,1.6094379124341003,-0.7022335608203523,
7019355,동죽조개탕,1063,2,끓이기,일상,해물류,국/탕,"[['동죽조개', '1', 'kg'], [' 무', '', '약간'], [' 청양고추', '1', '개'], [' 홍고추', '1/2', '개'], [' 대파', '1/2', '대'], [' 마늘', '5', '톨']]",3인분,고급,10분이내,0.017490169,,,6.96979066990159,-0.7989093860362235,1.0986122886681098,-1.2130591845863428,
7019357,전복장조림,2185,3,조림,명절,해물류,메인반찬,"[['전복', '7', '개'], [' 사과', '1/2', '개'], [' 양파', '1/2', '개'], [' 대파 흰 부분', '20', 'cm'], [' 다시마', '1', '장'], [' 통마늘', '10', '개'], [' 청양고추', '1', '개'], [' 홍고추', '1', '개'], [' 백설탕', '2', '스푼'], [' 생강청', '1/2', '스푼'], [' 청주', '80', 'ml'], [' 물', '600', 'ml']]",4인분,중급,60분이내,0.0359511,,,7.689828668736484,-0.07887138720132914,1.3862943611198906,-0.925377112134562,
7019359,대패삼겹 제육볶음,1430,37,볶음,일상,돼지고기,메인반찬,"[['대패삼겹살', '250', 'g'], [' 대파', '1/2', '대'], [' 양파', '1', '개'], [' 당근', '1/5', '개'], [' 진간장', '1/2', '큰술'], [' 고추장', '1/2', '큰술'], [' 고춧가루', '1.5', '큰술'], [' 다진마늘', '1/2', '큰술'], [' 맛술', '1/2', '큰술']]",2인분,초급,15분이내,0.023528637,1.0,0.94,7.266128779556451,-0.5025712763813628,3.6375861597263857,1.3259146864719331,1.94
7019362,참돔조림,3737,15,조림,일상,해물류,메인반찬,"[['참돔', '3', '마리'], [' 양파', '1', '개'], [' 대파', '1/2', '대'], [' 고춧가루', '4', '큰술'], [' 물엿', '2', '큰술'], [' 맛술', '2', '큰술'], [' 다진마늘', '1', '큰술'], [' 고추장', '1', '큰술'], [' 설탕', '1', '큰술'], [' 소금', '2', '꼬집'], [' 물', '3', '컵']]",2인분,중급,30분이내,0.061487076,1.0,0.98,8.226305988015508,0.4576059320776942,2.772588722239781,0.4609172489853286,1.98
7019364,떡 만두국,7814,7,끓이기,명절,쌀,국/탕,"[['떡국떡', '3', '줌'], [' 멸치', '30', '마리'], [' 계란', '2', '개'], [' 소고기', '200', 'g'], [' 대파', '1/2', '대'], [' 멸치액젓', '1', 't'], [' 다진마늘', '1', 't'], [' 후추', '', '톡톡'], [' 참기름', '1', 't'], [' 물', '800', 'ml']]",2인분,중급,30분이내,0.128568373,,,8.963800242855577,1.195100186917763,2.0794415416798357,-0.2322299315746168,
7019368,브라우니 쿠키,3061,10,기타,간식,쌀,디저트,"[['계란', '50', 'g'], [' 설탕', '60', 'g'], [' 소금', '', '약간'], [' 바닐라오일', '', '약간'], [' 다크초코', '110', 'g'], [' 무염버터', '32', 'g'], [' 중력분', '50', 'g'], [' 베이킹소다', '1.5', 'g'], [' 화이트코팅초콜릿', '', '적당량']]",2인분,중급,30분이내,0.050364447,,,8.026823576217629,0.2581235202798151,2.3978952727983707,0.08622379954391812,
7019369,버터 간장계란밥,3559,14,비빔,일상,달걀/유제품,밥/죽/떡,"[['밥', '210', 'g'], [' 계란', '1', '개'], [' 올리브오일', '', '약간'], [' 버터', '10', 'g'], [' 진간장', '1', '큰술'], [' 맛술 미림', '1', '큰술'], [' 물', '1.5', '큰술'], [' 통깨', '', '약간'], [' 부추', '', '약간']]",1인분,고급,15분이내,0.058558336,,,8.177515823846075,0.408815767908262,2.70805020110221,0.3963787278477575,
7019371,버섯 크림리조또,2431,23,기타,일상,기타,밥/죽/떡,"[['양송이버섯', '3', '개'], [' 새송이버섯', '1/4', '개'], [' 양파', '1/4', '개'], [' 생크림', '1/2', '컵'], [' 우유', '1', '컵'], [' 치즈', '1', '팩'], [' 식용유', '1', '큰술'], [' 소금', '1/2', '큰술']]",2인분,초급,15분이내,0.039998684,,,7.796469243086058,0.027769187148244612,3.1780538303479458,0.8663823570934932,
