ingredient_id,name,recipe_ids,recipe_count
1862,참치액젓,"[7016900, 7017513, 7017646, 7017917, 7018171, 7018293, 7018456, 7019019, 7019128, 7019190, 7020039, 7020961, 7022180, 7022605, 7023640, 7023921, 7024475, 7024478, 7024563, 7024846, 7025899, 7027077, 7027397, 7027824, 7028555, 7028823, 7028987, 7029566, 7030418, 7030537, 7030618, 7031022, 7031141, 7031635, 7032042, 7032529, 7033482, 7034313, 7035014, 7035222, 7036309, 7038236]",42
1863,참크래커,"[7016820, 7034253]",2
1864,찹쌀,"[7017399, 7018395, 7018518, 7019047, 7019064, 7019754, 7020561, 7020669, 7022234, 7023979, 7024242, 7027080, 7028786, 7030363, 7030482, 7031605, 7038916]",17
1865,찹쌀가루,"[7016873, 7018500, 7019555, 7020015, 7020250, 7020595, 7020886, 7024405, 7025890, 7026187, 7027257, 7027847, 7028808, 7030489, 7031297, 7035091, 7036849, 7037055, 7037475, 7037576, 7038700, 7039191, 7039727, 7040504]",24
1866,찹쌀밥,[7024299],1
1867,찹쌀죽,[7038383],1
1868,찹쌀풀,"[7023511, 7026187, 7036849, 7038916]",4
1869,찹쌀풀국,[7026332],1
1870,창란젓,[7022503],1
1871,채 썬 당근,[7038843],1
1872,채 썬 무,[7038843],1
1873,채 썬 양배추,[7029016],1
1874,채끝,[7017395],1
1875,채소,"[7017228, 7024607]",2
1876,채수,[7020794],1
1877,채썬 김,[7017198],1
1878,채썬 당근,[7025753],1
1879,채썬 생강,[7023580],1
1880,채썬 양배추,"[7025207, 7030227, 7030737]",3
1881,채썬 오이,[7025753],1
1882,채썬 자색 양파,[7025753],1
1883,채썬대파,[7019052],1
1884,채썬마늘,[7019053],1
1885,천수무,[7038864],1
1886,천연조미료 가루,[7021333],1
1887,천일염,"[7017794, 7020973, 7022249, 7023762, 7024846, 7025134, 7026552, 7026618, 7028706, 7028764, 7029162, 7036849]",12
1888,천일염 소금,"[7029566, 7038864]",2
1889,청각,[7038916],1
1890,청갓,[7038383],1
1891,청경채,"[7016816, 7017007, 7017023, 7017065, 7017079, 7017147, 7017237, 7017276, 7018215, 7018221, 7018258, 7018266, 7018283, 7018288, 7019063, 7019308, 7019625, 7019856, 7019969, 7019985, 7019996, 7020103, 7020113, 7020167, 7020655, 7020841, 7020874, 7021308, 7021349, 7021482, 7021936, 7022859, 7023258, 7023282, 7023432, 7024133, 7024475, 7025979, 7026304, 7026789, 7028100, 7028173, 7028399, 7029028, 7030046, 7033650, 7033798]",47
1892,청고추,"[7017021, 7018567, 7019212, 7019217, 7020841, 7021521, 7021536, 7023820, 7024478, 7028140, 7030242, 7031022, 7032961, 7034333, 7035222]",15
1893,청국장,"[7017570, 7018013, 7020629, 7021521, 7023714]",5
1894,청귤청,[7028160],1
1895,청량고추,"[7024127, 7027676, 7029722, 7031897]",4
1896,청양 고추,"[7019266, 7021718, 7028901]",3
1897,청양 홍고추,[7021308],1
1898,청양고추,"[7016815, 7016898, 7016974, 7016979, 7017003, 7017009, 7017012, 7017110, 7017147, 7017192, 7017229, 7017276, 7017284, 7017289, 7017341, 7017342, 7017369, 7017464, 7017465, 7017471, 7017473, 7017475, 7017510, 7017519, 7017562, 7017638, 7017639, 7017649, 7017695, 7017702, 7017704, 7017706, 7017708, 7017794, 7017798, 7017821, 7017834, 7017870, 7017877, 7017918, 7017935, 7017972, 7018004, 7018070, 7018132, 7018188, 7018195, 7018210, 7018221, 7018259, 7018291, 7018301, 7018390, 7018398, 7018429, 7018456, 7018499, 7018513, 7018524, 7018527, 7018535, 7018574, 7018576, 7018622, 7018657, 7018661, 7018740, 7018741, 7018763, 7018786, 7018808, 7018814, 7018830, 7018848, 7018897, 7018903, 7018928, 7018943, 7018944, 7018952, 7018956, 7018972, 7018979, 7019007, 7019044, 7019046, 7019047, 7019053, 7019072, 7019126, 7019146, 7019163, 7019190, 7019196, 7019205, 7019210, 7019253, 7019254, 7019284, 7019303, 7019315, 7019326, 7019355, 7019357, 7019402, 7019408, 7019434, 7019457, 7019489, 7019521, 7019522, 7019668, 7019722, 7019733, 7019813, 7019890, 7019985, 7020003, 7020024, 7020091, 7020104, 7020106, 7020109, 7020111, 7020127, 7020135, 7020145, 7020225, 7020252, 7020264, 7020265, 7020269, 7020278, 7020288, 7020364, 7020386, 7020393, 7020424, 7020447, 7020449, 7020518, 7020521, 7020528, 7020538, 7020541, 7020549, 7020593, 7020652, 7020665, 7020666, 7020673, 7020741, 7020748, 7020805, 7020810, 7020864, 7020883, 7020989, 7021070, 7021162, 7021164, 7021186, 7021205, 7021211, 7021219, 7021249, 7021257, 7021322, 7021430, 7021436, 7021462, 7021493, 7021539, 7021543, 7021548, 7021550, 7021551, 7021552, 7021562, 7021566, 7021599, 7021601, 7021617, 7021624, 7021644, 7021654, 7021678, 7021979, 7022040, 7022085, 7022121, 7022220, 7022233, 7022244, 7022273, 7022298, 7022308, 7022332, 7022352, 7022373, 7022487, 7022489, 7022498, 7022526, 7022561, 7022605, 7022633, 7022673, 7022686, 7022719, 7022747, 7022859, 7022935, 7023064, 7023213, 7023263, 7023288, 7023389, 7023452, 7023475, 7023477, 7023493, 7023509, 7023570, 7023633, 7023698, 7023727, 7023779, 7023780, 7024094, 7024109, 7024115, 7024119, 7024121, 7024133, 7024236, 7024305, 7024406, 7024494, 7024512, 7024534, 7024548, 7024709, 7024722, 7024733, 7024734, 7024743, 7024846, 7024887, 7024896, 7024939, 7024963, 7025080, 7025083, 7025085, 7025108, 7025110, 7025169, 7025183, 7025189, 7025195, 7025218, 7025256, 7025304, 7025366, 7025392, 7025402, 7025404, 7025406, 7025425, 7025551, 7025679, 7025690, 7025722, 7025810, 7025856, 7025988, 7025990, 7026035, 7026070, 7026169, 7026182, 7026287, 7026354, 7026469, 7026599, 7026641, 7026666, 7026845, 7026846, 7026912, 7026987, 7027008, 7027033, 7027102, 7027105, 7027136, 7027360, 7027433, 7027470, 7027471, 7027518, 7027536, 7027545, 7027557, 7027559, 7027662, 7027695, 7027731, 7027761, 7027778, 7027796, 7027917, 7027928, 7028130, 7028238, 7028276, 7028364, 7028464, 7028588, 7028605, 7028764, 7028784, 7028903, 7028974, 7029089, 7029150, 7029159, 7029227, 7029264, 7029300, 7029315, 7029324, 7029344, 7029387, 7029388, 7029415, 7029451, 7029565, 7029566, 7029600, 7029686, 7029706, 7029804, 7029913, 7029954, 7029963, 7029982, 7030062, 7030130, 7030143, 7030153, 7030258, 7030313, 7030323, 7030390, 7030392, 7030394, 7030507, 7030605, 7030653, 7030671, 7030859, 7030934, 7030960, 7031279, 7031345, 7031352, 7031356, 7031359, 7031374, 7031522, 7031536, 7031635, 7031686, 7031697, 7031818, 7031863, 7031920, 7032151, 7032246, 7032499, 7032568, 7032677, 7033090, 7033247, 7033312, 7033355, 7033358, 7033492, 7033773, 7033798, 7033892, 7033992, 7034017, 7034023, 7034057, 7034101, 7034135, 7034220, 7034257, 7034265, 7034394, 7034396, 7035258, 7035417, 7035433, 7035545, 7035630, 7035738, 7036177, 7036309, 7036541, 7036835, 7037096, 7038509, 7038864, 7038993, 7039682, 7039957]",420
1899,청양고추나 청고추,[7021079],1
1900,청양고추다대기 양념간장,[7017297],1
1901,청양고춧가루,"[7021513, 7024534, 7026919, 7029195, 7029392]",5
1902,청양초,[7020599],1
1903,청양홍 고추,"[7017989, 7034821]",2
1904,청양홍고추,"[7023043, 7027703, 7029669]",3
1905,청어,[7019828],1
1906,청어알,[7017989],1
1907,청주,"[7016939, 7016972, 7017834, 7018391, 7018795, 7019072, 7019357, 7019457, 7019553, 7019892, 7020387, 7020794, 7021416, 7022518, 7022859, 7023017, 7023026, 7023038, 7025189, 7025367, 7026070, 7027332, 7028170, 7028262, 7029324, 7030386, 7030392, 7030605, 7030934, 7031522, 7039957]",31
1908,청참외,[7024846],1
1909,청포묵,[7018490],1
1910,청피망,"[7017757, 7020283, 7020284, 7022651]",4
1911,청홍 고추,"[7017315, 7017388]",2
1912,청홍피망,[7029451],1
1913,체다 슬라이스 치즈,"[7016820, 7025805]",2
1914,체다 치즈,"[7020509, 7027561]",2
1915,체다치즈,"[7017200, 7017484, 7018111, 7018197, 7018675, 7018738, 7018890, 7020081, 7021293, 7021324, 7021884, 7024809, 7025305, 7025671, 7028955, 7029733, 7029923, 7030317, 7030726, 7031061, 7035645]",21
1916,체더치즈,"[7022079, 7022981]",2
1917,체리,[7040587],1
1918,체리에이드파우더,[7024647],1
1919,초고추장,"[7018301, 7021268, 7021400, 7021898, 7026203, 7027225, 7034782, 7038509]",8
1920,초대리,"[7016862, 7017989]",2
1921,초록 파프리카,[7019538],1
1922,초록잎 채소,[7030903],1
1923,초밥 소스,[7020818],1
1924,초밥소스,[7034930],1
1925,초벌 장어,[7025364],1
1926,초장,[7022194],1
1927,초코,[7020964],1
1928,초코 제누와즈,[7022716],1
1929,초코소스,"[7017558, 7021803, 7025308]",3
1930,초코시럽,"[7030080, 7030421, 7032848, 7034040, 7034464, 7035822, 7036504]",7
1931,초코칩,"[7019751, 7020782, 7023676, 7024842, 7025744, 7026571, 7029025, 7029877, 7030148, 7030761, 7032449, 7033208, 7035597, 7037306]",14
1932,초코쿠키 시럽,"[7024227, 7027901]",2
1933,초코쿠키믹스,[7023387],1
1934,초코파우더,"[7020742, 7036504]",2
1935,초코펜,"[7023561, 7028190]",2
1936,초코헤이즐넛 스프레드,[7032311],1
1937,초콜릿,"[7018667, 7020830, 7021169, 7022099, 7034253, 7036410]",6
1938,초콜릿바,[7028190],1
1939,총각무,[7036849],1
1940,춘장,"[7018846, 7036041]",2
1941,취나물,"[7022510, 7023308, 7023640]",3
1942,치아바타,"[7026238, 7033378]",2
1943,치아바타빵,[7028292],1
1944,치자,[7018970],1
1945,치자 단무지,[7021011],1
1946,치자 열매,[7023902],1
1947,치자우린 물,[7018970],1
1948,치즈,"[7017096, 7017270, 7017959, 7018201, 7018326, 7018329, 7018458, 7018982, 7019045, 7019371, 7019834, 7020094, 7020765, 7021114, 7021565, 7021797, 7023781, 7024245, 7025027, 7026126, 7027206, 7027866, 7028005, 7028027, 7028134, 7029091, 7030982, 7033378, 7035451]",29
1949,치즈돈까스,[7022945],1
1950,치커리,"[7022210, 7024270]",2
1951,치킨,[7018098],1
1952,치킨 가라아게,[7031399],1
1953,치킨너겟,"[7030089, 7039214]",2
1954,치킨스톡,"[7017106, 7017569, 7017602, 7018516, 7018627, 7018701, 7019467, 7020198, 7020348, 7020452, 7020924, 7022695, 7024033, 7024247, 7025442, 7027713, 7027932, 7028141, 7029081, 7030161, 7030982, 7031400, 7035757]",23
1955,치킨스톡 큐브,[7026699],1
1956,치킨텐더,"[7020284, 7021667, 7023051, 7027206, 7031471]",5
1957,치킨파우더,[7024633],1
1958,치폴레스파이시소스,[7029992],1
1959,칠리 오일,[7019985],1
1960,칠리소스,[7024475],1
1961,칠리오일,[7033798],1
1962,칡뿌리,[7027385],1
1963,카놀라유,"[7019888, 7020878, 7023264, 7029385, 7029389, 7031479]",6
1964,카다이프,"[7029961, 7035822]",2
1965,카라멜,[7022350],1
1966,카라멜소스,"[7017933, 7025455, 7025717, 7037501, 7038721]",5
1967,카라멜시럽,"[7025455, 7033670, 7038721]",3
1968,카라멜피넛 시럽,[7030988],1
1969,카레,"[7022229, 7025231, 7033539]",3
1970,카레 가루,"[7019281, 7030143]",2
1971,카레 버터맛,[7019831],1
1972,카레 순한맛 분말가루,[7023028],1
1973,카레가루,"[7017021, 7017115, 7017617, 7017855, 7019042, 7019591, 7019813, 7019920, 7020804, 7021421, 7021883, 7022011, 7022381, 7024002, 7025718, 7026272, 7026905, 7028454, 7029392, 7029445, 7030161, 7030999]",22
1974,카레분말,[7021482],1
1975,카스테라,[7017952],1
1976,카스테라빵,[7018829],1
1977,카스텔라,[7020595],1
1978,카야쨈,[7027875],1
1979,칵테일 새우,"[7019668, 7021352, 7022651]",3
1980,칵테일새우,"[7017310, 7017369]",2
1981,칼국수,[7037850],1
1982,칼국수 면,[7036425],1
1983,칼국수면,"[7017467, 7019288, 7019985, 7020924, 7021507, 7026479, 7027136, 7029139, 7033463]",9
1984,칼라방울토마토,[7034713],1
1985,캐슈넛,"[7024609, 7033415]",2
1986,커리파우더,[7017369],1
1987,커피,"[7025023, 7029956]",2
1988,커피가루,"[7018301, 7023754, 7027157]",3
1989,커피원두,[7018986],1
1990,컬리플라워 라이스,[7021989],1
1991,컵누들,"[7019513, 7028190, 7032112]",3
1992,컵누들 마라탕맛,[7028399],1
1993,컵라면,[7022275],1
1994,케이퍼,"[7017692, 7018104, 7034626]",3
1995,케일,"[7019596, 7020491, 7023755, 7027937, 7029061, 7031593]",6
1996,케찹,"[7017140, 7017403, 7018729, 7018982, 7019052, 7019467, 7019470, 7020107, 7021474, 7021598, 7021882, 7021971, 7022000, 7022454, 7022490, 7022945, 7023604, 7024692, 7025019, 7025483, 7027575, 7027746, 7027932, 7028388, 7028804, 7029091, 7030065]",27
1997,케첩,"[7016898, 7017981, 7018188, 7018347, 7018626, 7018741, 7019014, 7019281, 7019502, 7019831, 7020109, 7020283, 7020429, 7020620, 7021009, 7021278, 7021282, 7021330, 7021382, 7021411, 7021622, 7021884, 7022121, 7022229, 7022442, 7022569, 7023395, 7023722, 7024110, 7024441, 7024633, 7024672, 7025027, 7025118, 7025592, 7025718, 7027206, 7027916, 7029016, 7030140, 7030372, 7030415, 7030595, 7032279, 7033838]",45
1998,케쳡,[7024442],1
1999,코다리,"[7018717, 7022705, 7026354]",3
2000,코인 육수,"[7017003, 7017347, 7017917, 7018038, 7018398, 7018499, 7019190, 7019296, 7019405, 7019433, 7019735, 7020265, 7020556, 7020629, 7020915, 7026464, 7026868, 7027360, 7028707, 7031352, 7034003, 7035206, 7036333]",23
2001,코인사골 육수,[7031920],1
2002,코인육수,"[7017031, 7017341, 7017570, 7017943, 7018298, 7018467, 7018636, 7018661, 7018729, 7018993, 7019143, 7019521, 7019695, 7020278, 7020331, 7020401, 7020510, 7021173, 7021410, 7021434, 7021510, 7021548, 7021640, 7024127, 7025406, 7026354, 7028151, 7028451, 7029028, 7029194, 7029227, 7029264, 7029392, 7029415, 7030392, 7031292, 7031528, 7032246, 7033910, 7034022, 7034897]",41
2003,코코넛밀크,"[7017617, 7018283, 7024647, 7030274]",4
2004,코코넛분말,[7027652],1
2005,코코넛시럽,[7023748],1
2006,코코아가루,[7025880],1
2007,코코아파우더,"[7018920, 7019060, 7019381, 7020124, 7021803, 7022099, 7022266, 7023913, 7023992, 7025181, 7025744, 7025785, 7025860, 7027706, 7028570, 7029025, 7030761, 7032641, 7033208, 7033352, 7034514, 7035079, 7035157, 7036104, 7037823, 7039180]",26
2008,코팅 다크초콜릿,[7035284],1
2009,코팅용 설탕,[7027281],1
2010,콘옥수수,"[7020140, 7020315]",2
2011,콜라,"[7019353, 7020168, 7020649, 7021478, 7033831]",5
2012,콜리플라워,[7033415],1
2013,콩,"[7017174, 7023190, 7028510]",3
2014,콩가루,"[7021644, 7023038, 7027492, 7027969, 7030857, 7032072, 7038534]",7
2015,콩나물,"[7017071, 7017112, 7017211, 7017232, 7017341, 7017342, 7017450, 7017464, 7017494, 7017510, 7017638, 7017704, 7017709, 7017896, 7017917, 7018219, 7018266, 7018456, 7018653, 7018710, 7018754, 7018814, 7018891, 7018943, 7018972, 7019115, 7019376, 7019408, 7019521, 7019526, 7019625, 7019883, 7019890, 7020180, 7020217, 7020260, 7020269, 7020831, 7020849, 7021066, 7021094, 7021158, 7021205, 7021275, 7021303, 7021354, 7021489, 7021504, 7021538, 7022312, 7022649, 7023213, 7023282, 7023457, 7023458, 7023779, 7024094, 7024594, 7025415, 7025833, 7025998, 7026002, 7026464, 7026919, 7026989, 7027136, 7027360, 7027560, 7027589, 7027761, 7028238, 7028451, 7028513, 7028554, 7028744, 7028974, 7029151, 7029576, 7029613, 7030392, 7030589, 7030853, 7031128, 7031536, 7031650, 7032030, 7032151, 7032183, 7032189, 7034220, 7034945, 7035239, 7035877, 7036323, 7036904]",95
2016,콩나물 데친거,[7018552],1
2017,콩나물 머리 딴 것,[7019266],1
2018,콩나물무침,"[7016814, 7018042]",2
2019,콩물 두유,[7025212],1
2020,콩비지,"[7017003, 7024511, 7030062]",3
2021,콩잎,[7028551],1
2022,쿠키,[7039275],1
2023,퀴노아,"[7021288, 7033415]",2
2024,퀵 오트밀,[7023188],1
2025,큐민,[7022875],1
2026,큐민씨드,[7029388],1
2027,크래미,"[7017357, 7017812, 7018735, 7018739, 7018815, 7018922, 7019165, 7019268, 7019496, 7019786, 7019815, 7021091, 7021224, 7021957, 7023839, 7024553, 7027116, 7028158, 7028554, 7029517, 7030161, 7030191, 7031471, 7032411, 7033977]",25
2028,크래미 게맛살,[7021297],1
2029,크래미 맛살,"[7017989, 7025702]",2
2030,크래커,[7034520],1
2031,크랜베리,"[7017108, 7017399, 7020958]",3
2032,크러쉬드 레드페퍼,[7026668],1
2033,크러쉬드페퍼,"[7029049, 7029081]",2
2034,크러시드 레드페퍼,[7035727],1
2035,크레미,[7019235],1
2036,크렌베리,[7021515],1
2037,크로와상,[7024809],1
2038,크로와상 생지,[7024273],1
2039,크로와상생지,"[7017558, 7021169, 7022000, 7026571, 7033890, 7037501]",6
2040,크림소스,[7023077],1
2041,크림치즈,"[7017361, 7017913, 7018107, 7018123, 7018646, 7019325, 7021372, 7021487, 7023548, 7025097, 7028487, 7034265, 7036410, 7038897]",14
2042,키르슈,[7023280],1
2043,키위,"[7017670, 7027937]",2
2044,키위잼,[7017788],1
2045,키조개관자,[7020568],1
2046,킹 새우,[7019711],1
2047,킹크랩,[7028903],1
2048,타르타르 소스,[7034930],1
2049,타바스코소스,[7019502],1
2050,타피오카 전분,[7022249],1
2051,타피오카전분,"[7019209, 7019918, 7020312]",3
2052,타히니소스,[7027088],1
2053,탄산수,"[7018345, 7019846, 7020218, 7022294, 7023477, 7028160, 7028652]",7
2054,탕수육,"[7025195, 7031055]",2
2055,토닉워터,[7026780],1
2056,토란대 삶은 것,[7020906],1
2057,토란대나물 말린거,[7017865],1
2058,토로케루블럭,[7019465],1
2059,토마토,"[7016998, 7017369, 7017692, 7017959, 7018111, 7018597, 7018818, 7019596, 7019917, 7020030, 7020163, 7020208, 7020284, 7020703, 7021278, 7021282, 7021421, 7021490, 7021492, 7021530, 7021667, 7022210, 7022381, 7022981, 7023051, 7023842, 7024235, 7024819, 7025806, 7026238, 7026299, 7026371, 7026609, 7027520, 7027524, 7027674, 7029445, 7029684, 7029900, 7029901, 7030652, 7030917, 7031037, 7031254, 7031732, 7031836, 7033354, 7033378, 7035451, 7035645]",50
2060,토마토 가니쉬,[7020210],1
2061,토마토 소스,[7027520],1
2062,토마토 슬라이스,"[7019834, 7027206]",2
2063,토마토 파스타소스,[7031732],1
2064,토마토 페이스트,[7024033],1
2065,토마토살사소스,[7021280],1
2066,토마토소스,"[7017172, 7017313, 7017369, 7018197, 7019123, 7020033, 7020140, 7020179, 7020210, 7020674, 7021088, 7021885, 7023404, 7028648, 7028804, 7029259, 7029648, 7030053, 7031400]",19
2067,토마토스파게티 소스,[7017270],1
2068,토마토스파게티소스,"[7018452, 7020046]",2
2069,토마토잼,[7017484],1
2070,토마토주스,[7019351],1
2071,토마토케챱,[7020509],1
2072,토마토케첩,"[7017014, 7019120, 7021601, 7028100]",4
2073,토마토파스타소스,"[7019387, 7035757]",2
2074,토마토페이스트,[7020210],1
2075,토마토퓨레,"[7021482, 7022381]",2
2076,토마호크 고기,[7018596],1
2077,토종 오리,[7024242],1
2078,토종닭,[7031282],1
2079,토피넛 파우더,[7018192],1
2080,토피넛라떼,[7036410],1
2081,토피크런치 시럽,"[7022099, 7033578]",2
2082,톳,"[7018024, 7018088, 7020762]",3
2083,통 마늘,"[7020558, 7024110, 7026832, 7030653]",4
2084,통감자,[7032853],1
2085,통곡물,[7030857],1
2086,통깨,"[7016834, 7017004, 7017008, 7017012, 7017014, 7017015, 7017021, 7017024, 7017058, 7017060, 7017065, 7017084, 7017086, 7017097, 7017180, 7017181, 7017183, 7017192, 7017229, 7017284, 7017288, 7017297, 7017315, 7017316, 7017410, 7017458, 7017463, 7017473, 7017512, 7017514, 7017579, 7017598, 7017606, 7017630, 7017658, 7017659, 7017661, 7017664, 7017668, 7017689, 7017704, 7017706, 7017745, 7017773, 7017795, 7017811, 7017834, 7017838, 7017870, 7017890, 7017896, 7017900, 7017935, 7017943, 7017978, 7017995, 7018012, 7018017, 7018067, 7018075, 7018088, 7018098, 7018169, 7018178, 7018210, 7018215, 7018248, 7018258, 7018273, 7018278, 7018291, 7018306, 7018325, 7018337, 7018339, 7018490, 7018527, 7018535, 7018568, 7018589, 7018593, 7018653, 7018710, 7018727, 7018734, 7018735, 7018739, 7018748, 7018754, 7018795, 7018814, 7018815, 7018819, 7018820, 7018848, 7018865, 7018888, 7018889, 7018924, 7018935, 7018961, 7018975, 7018987, 7019047, 7019063, 7019083, 7019111, 7019125, 7019200, 7019213, 7019266, 7019279, 7019369, 7019409, 7019412, 7019414, 7019467, 7019474, 7019485, 7019489, 7019503, 7019513, 7019534, 7019579, 7019594, 7019601, 7019614, 7019680, 7019706, 7019753, 7019810, 7019813, 7019815, 7019827, 7019850, 7019857, 7019861, 7019892, 7019923, 7019947, 7019967, 7019983, 7020008, 7020015, 7020032, 7020041, 7020059, 7020068, 7020080, 7020091, 7020102, 7020114, 7020127, 7020145, 7020165, 7020167, 7020181, 7020198, 7020229, 7020286, 7020304, 7020348, 7020367, 7020383, 7020424, 7020445, 7020447, 7020452, 7020468, 7020473, 7020496, 7020541, 7020558, 7020565, 7020591, 7020665, 7020684, 7020689, 7020705, 7020716, 7020762, 7020801, 7020811, 7020813, 7020828, 7020831, 7020878, 7020936, 7020961, 7020968, 7020969, 7021038, 7021053, 7021079, 7021141, 7021164, 7021319, 7021330, 7021336, 7021337, 7021354, 7021364, 7021374, 7021376, 7021389, 7021402, 7021403, 7021407, 7021416, 7021446, 7021450, 7021469, 7021470, 7021472, 7021491, 7021523, 7021531, 7021534, 7021536, 7021561, 7021566, 7021574, 7021635, 7021649, 7021674, 7021775, 7021833, 7021857, 7021871, 7021874, 7021878, 7021925, 7021979, 7022135, 7022151, 7022244, 7022270, 7022329, 7022387, 7022422, 7022484, 7022498, 7022503, 7022512, 7022649, 7022663, 7022675, 7022686, 7022719, 7022847, 7022933, 7022974, 7022984, 7023043, 7023050, 7023078, 7023171, 7023172, 7023188, 7023214, 7023224, 7023264, 7023299, 7023308, 7023311, 7023353, 7023395, 7023430, 7023431, 7023432, 7023434, 7023439, 7023452, 7023508, 7023509, 7023545, 7023588, 7023596, 7023640, 7023650, 7023761, 7023762, 7023820, 7023839, 7023883, 7023915, 7023921, 7023938, 7023955, 7023981, 7024047, 7024048, 7024050, 7024094, 7024110, 7024143, 7024201, 7024378, 7024426, 7024478, 7024502, 7024547, 7024563, 7024632, 7024671, 7024672, 7024696, 7024697, 7024743, 7024792, 7024814, 7024843, 7024846, 7024855, 7024961, 7024980, 7025007, 7025044, 7025261, 7025262, 7025309, 7025310, 7025419, 7025527, 7025627, 7025646, 7025679, 7025686, 7025688, 7025703, 7025746, 7025833, 7025878, 7025899, 7025922, 7025965, 7025998, 7026109, 7026122, 7026129, 7026137, 7026148, 7026150, 7026245, 7026278, 7026332, 7026354, 7026653, 7026655, 7026666, 7026668, 7026696, 7026723, 7026762, 7026776, 7026811, 7026832, 7026844, 7026854, 7026914, 7026991, 7027000, 7027024, 7027116, 7027150, 7027151, 7027158, 7027225, 7027433, 7027443, 7027499, 7027558, 7027642, 7027746, 7027764, 7027794, 7027851, 7027916, 7027927, 7027928, 7027946, 7027953, 7028016, 7028046, 7028080, 7028130, 7028155, 7028173, 7028276, 7028313, 7028324, 7028326, 7028329, 7028330, 7028414, 7028418, 7028427, 7028443, 7028463, 7028480, 7028481, 7028554, 7028605, 7028621, 7028627, 7028655, 7028701, 7028707, 7028743, 7028773, 7028850, 7028901, 7028997, 7029077, 7029140, 7029151, 7029159, 7029210, 7029234, 7029315, 7029317, 7029324, 7029341, 7029379, 7029385, 7029407, 7029469, 7029486, 7029722, 7029799, 7029954, 7029958, 7029963, 7029966, 7029984, 7030132, 7030216, 7030227, 7030242, 7030314, 7030390, 7030399, 7030418, 7030589, 7030617, 7030647, 7030653, 7030707, 7030834, 7030976, 7031057, 7031147, 7031250, 7031255, 7031321, 7031352, 7031407, 7031418, 7031479, 7031570, 7031646, 7031816, 7031913, 7031960, 7031965, 7032030, 7032290, 7032334, 7032481, 7032499, 7032843, 7032953, 7033082, 7033092, 7033209, 7033237, 7033256, 7033319, 7033463, 7033482, 7033492, 7033659, 7033838, 7033921, 7033948, 7033992, 7034057, 7034257, 7034316, 7034333, 7034489, 7034535, 7034551, 7034945, 7035001, 7035099, 7035239, 7035476, 7035545, 7035581, 7035661, 7035738, 7035824, 7035921, 7036323, 7036348, 7036414, 7036425, 7036430, 7036433, 7036571, 7036890, 7037175, 7037340, 7037872, 7038242, 7038439, 7038509, 7038700]",519
2087,통깨 가루,[7025753],1
2088,통깨 갈아서,[7028897],1
2089,통깨 후추,[7020937],1
2090,통단팥,[7030857],1
2091,통들깨,[7032159],1
2092,통마늘,"[7016973, 7016979, 7017395, 7017513, 7017562, 7017995, 7018622, 7019019, 7019306, 7019357, 7019699, 7019985, 7020237, 7020427, 7020524, 7020551, 7020649, 7020652, 7020842, 7021079, 7021089, 7021173, 7021194, 7021478, 7022518, 7022641, 7022731, 7023263, 7023511, 7023727, 7023754, 7023925, 7023952, 7023979, 7024242, 7024270, 7024523, 7024542, 7024772, 7024961, 7025013, 7025366, 7025591, 7025750, 7025830, 7025838, 7025931, 7026182, 7026263, 7026287, 7026399, 7026482, 7026650, 7026662, 7026668, 7026854, 7026935, 7027049, 7027157, 7027304, 7027340, 7027520, 7027626, 7027754, 7028262, 7028330, 7028549, 7028764, 7028786, 7029140, 7029167, 7029686, 7030404, 7030595, 7030605, 7030922, 7030961, 7031248, 7031342, 7031400, 7031485, 7031530, 7031728, 7032900, 7033831, 7033945, 7034080, 7034101, 7035119, 7035203, 7037261, 7038839]",92
2093,통밀 식빵,[7028386],1
2094,통밀가루,"[7017859, 7020148, 7020958, 7022463, 7025599]",5
2095,통밀쿠키,[7025097],1
2096,통삼겹,"[7025013, 7026482]",2
2097,통삼겹살,"[7016817, 7017276, 7017397, 7017839, 7020649, 7021478, 7038839]",7
2098,통생강,[7019019],1
2099,통오겹살,[7019389],1
2100,통오리,[7030934],1
2101,통오징어,[7025079],1
2102,통조림 햄,[7025527],1
2103,통조림국물,[7024305],1
2104,통조림햄,"[7017014, 7017172, 7023146, 7023548, 7025110, 7025806, 7033040]",7
2105,통참깨,[7017960],1
2106,통후추,"[7016816, 7016817, 7017034, 7017110, 7017177, 7017210, 7017382, 7017395, 7017562, 7017695, 7017735, 7017839, 7017989, 7018617, 7018740, 7018795, 7018851, 7019019, 7019484, 7020179, 7020237, 7020528, 7020649, 7020936, 7021028, 7021186, 7022686, 7023263, 7023416, 7023925, 7023952, 7024121, 7024961, 7025013, 7025172, 7025366, 7026182, 7026263, 7026371, 7026650, 7026921, 7027112, 7027157, 7029022, 7029686, 7029706, 7030482, 7030489, 7030595, 7030688, 7031282, 7031485, 7031943, 7032677, 7034112, 7034316, 7035119, 7035684, 7035955, 7038839]",60
2107,투게더맛 우유,"[7025405, 7025785]",2
