ingredient_id,name,recipe_ids,recipe_count
408,당근 다짐,[7019199],1
409,당근 라페,[7018129],1
410,당근 슬라이스,[7020984],1
411,당근 작은크기로,[7028454],1
412,당근라페,"[7021593, 7021901, 7021940, 7025501]",4
413,당근채,[7025899],1
414,당근채 볶은 것,[7022984],1
415,당면,"[7016952, 7017183, 7017658, 7017714, 7017896, 7017935, 7018243, 7018467, 7018537, 7018791, 7018814, 7018901, 7018903, 7019005, 7019063, 7019073, 7019210, 7019402, 7019418, 7019586, 7019625, 7020097, 7020218, 7021205, 7021512, 7021552, 7023344, 7023352, 7023639, 7024814, 7025403, 7026109, 7026287, 7026304, 7027589, 7028329, 7028564, 7029151, 7029300, 7029344, 7029525, 7029954, 7031128, 7031341, 7032529, 7034585]",46
416,당면 불린거,[7021430],1
417,당면 사리,[7017569],1
418,당면사리,[7018132],1
419,대 파,[7025626],1
420,대구,[7017510],1
421,대저토마토,"[7024723, 7025305]",2
422,대창,[7017569],1
423,대추,"[7017399, 7017470, 7017911, 7017915, 7018518, 7019064, 7019719, 7020912, 7022329, 7025401, 7028786, 7029167, 7030363, 7030482, 7030489, 7031605, 7034112, 7035123, 7035955, 7038864, 7039727]",21
424,대추 방울 토마토,[7016820],1
425,대추 방울토마토,"[7022239, 7024271]",2
426,대추 우려낸 물,[7027080],1
427,대추방울토마토,[7017197],1
428,대추씨삶은 물,[7017399],1
429,대파,"[7016815, 7016816, 7016817, 7016824, 7016834, 7016837, 7016842, 7016868, 7016873, 7016893, 7016902, 7016914, 7016939, 7016974, 7016979, 7016993, 7017002, 7017003, 7017007, 7017009, 7017012, 7017014, 7017021, 7017023, 7017025, 7017031, 7017033, 7017034, 7017039, 7017052, 7017079, 7017093, 7017095, 7017096, 7017110, 7017112, 7017116, 7017138, 7017147, 7017174, 7017176, 7017180, 7017181, 7017192, 7017197, 7017198, 7017210, 7017232, 7017255, 7017273, 7017276, 7017284, 7017291, 7017300, 7017306, 7017341, 7017342, 7017347, 7017351, 7017353, 7017357, 7017388, 7017397, 7017432, 7017433, 7017450, 7017463, 7017464, 7017465, 7017467, 7017475, 7017494, 7017510, 7017513, 7017514, 7017519, 7017520, 7017526, 7017562, 7017569, 7017570, 7017596, 7017617, 7017618, 7017639, 7017643, 7017646, 7017651, 7017660, 7017661, 7017664, 7017666, 7017689, 7017694, 7017695, 7017702, 7017706, 7017708, 7017709, 7017714, 7017745, 7017747, 7017763, 7017773, 7017795, 7017798, 7017811, 7017821, 7017835, 7017839, 7017864, 7017865, 7017870, 7017877, 7017878, 7017881, 7017890, 7017896, 7017897, 7017921, 7017935, 7017943, 7017944, 7017963, 7017970, 7017972, 7017977, 7018012, 7018013, 7018022, 7018039, 7018055, 7018067, 7018100, 7018125, 7018130, 7018132, 7018133, 7018161, 7018171, 7018178, 7018188, 7018195, 7018199, 7018248, 7018258, 7018259, 7018269, 7018273, 7018278, 7018291, 7018293, 7018309, 7018325, 7018347, 7018349, 7018374, 7018390, 7018398, 7018429, 7018456, 7018467, 7018491, 7018499, 7018518, 7018537, 7018563, 7018568, 7018576, 7018589, 7018593, 7018595, 7018599, 7018617, 7018622, 7018627, 7018641, 7018661, 7018663, 7018672, 7018678, 7018692, 7018719, 7018727, 7018729, 7018734, 7018740, 7018741, 7018754, 7018762, 7018791, 7018795, 7018808, 7018814, 7018819, 7018820, 7018830, 7018848, 7018851, 7018855, 7018859, 7018861, 7018865, 7018870, 7018897, 7018901, 7018903, 7018928, 7018935, 7018943, 7018950, 7018956, 7018972, 7018979, 7018986, 7018997, 7019005, 7019019, 7019063, 7019073, 7019082, 7019083, 7019115, 7019128, 7019130, 7019146, 7019190, 7019193, 7019200, 7019210, 7019212, 7019217, 7019244, 7019254, 7019266, 7019284, 7019303, 7019315, 7019355, 7019359, 7019362, 7019364, 7019376, 7019396, 7019402, 7019405, 7019408, 7019409, 7019418, 7019433, 7019442, 7019443, 7019457, 7019461, 7019467, 7019489, 7019503, 7019513, 7019521, 7019526, 7019584, 7019621, 7019623, 7019630, 7019667, 7019680, 7019699, 7019735, 7019753, 7019783, 7019786, 7019812, 7019813, 7019828, 7019851, 7019874, 7019883, 7019890, 7019936, 7019956, 7019983, 7019985, 7019997, 7020024, 7020033, 7020039, 7020041, 7020048, 7020052, 7020057, 7020066, 7020071, 7020097, 7020102, 7020104, 7020114, 7020127, 7020128, 7020167, 7020179, 7020180, 7020181, 7020224, 7020225, 7020251, 7020252, 7020260, 7020264, 7020265, 7020269, 7020288, 7020292, 7020306, 7020309, 7020331, 7020342, 7020348, 7020363, 7020369, 7020387, 7020401, 7020418, 7020424, 7020427, 7020429, 7020445, 7020447, 7020449, 7020458, 7020468, 7020470, 7020471, 7020473, 7020474, 7020475, 7020477, 7020489, 7020496, 7020510, 7020521, 7020541, 7020551, 7020555, 7020556, 7020565, 7020583, 7020591, 7020593, 7020605, 7020606, 7020614, 7020615, 7020620, 7020641, 7020649, 7020666, 7020684, 7020689, 7020715, 7020716, 7020738, 7020741, 7020748, 7020798, 7020801, 7020802, 7020804, 7020805, 7020810, 7020811, 7020831, 7020841, 7020868, 7020878, 7020883, 7020886, 7020894, 7020915, 7020922, 7020937, 7020960, 7020961, 7020980, 7020989, 7021010, 7021028, 7021037, 7021066, 7021070, 7021079, 7021080, 7021186, 7021194, 7021209, 7021211, 7021249, 7021252, 7021257, 7021275, 7021282, 7021297, 7021308, 7021319, 7021338, 7021347, 7021349, 7021350, 7021351, 7021352, 7021354, 7021364, 7021365, 7021366, 7021376, 7021382, 7021385, 7021387, 7021410, 7021411, 7021418, 7021430, 7021433, 7021434, 7021453, 7021462, 7021478, 7021485, 7021487, 7021489, 7021492, 7021493, 7021499, 7021507, 7021510, 7021512, 7021521, 7021523, 7021525, 7021531, 7021535, 7021539, 7021548, 7021550, 7021551, 7021552, 7021562, 7021566, 7021569, 7021579, 7021601, 7021617, 7021623, 7021624, 7021645, 7021661, 7021678, 7021833, 7021836, 7021868, 7021869, 7021870, 7021871, 7021881, 7021883, 7021886, 7021889, 7021925, 7021927, 7022026, 7022039, 7022045, 7022070, 7022085, 7022117, 7022121, 7022164, 7022168, 7022173, 7022205, 7022220, 7022231, 7022247, 7022249, 7022261, 7022298, 7022308, 7022312, 7022352, 7022373, 7022409, 7022483, 7022489, 7022498, 7022503, 7022510, 7022512, 7022515, 7022518, 7022526, 7022561, 7022569, 7022605, 7022649, 7022667, 7022673, 7022675, 7022684, 7022686, 7022705, 7022731, 7022747, 7022756, 7022899, 7022910, 7022933, 7022935, 7022942, 7023030, 7023034, 7023050, 7023166, 7023188, 7023213, 7023214, 7023263, 7023282, 7023311, 7023389, 7023404, 7023457, 7023475, 7023493, 7023509, 7023576, 7023580, 7023639, 7023640, 7023650, 7023675, 7023698, 7023714, 7023754, 7023779, 7023780, 7023915, 7023918, 7023925, 7023930, 7023952, 7024050, 7024073, 7024075, 7024094, 7024119, 7024121, 7024127, 7024133, 7024201, 7024280, 7024286, 7024305, 7024340, 7024341, 7024376, 7024475, 7024478, 7024508, 7024511, 7024512, 7024534, 7024548, 7024563, 7024594, 7024600, 7024632, 7024669, 7024671, 7024672, 7024683, 7024697, 7024722, 7024733, 7024892, 7024896, 7024922, 7024939, 7024961, 7024963, 7025012, 7025013, 7025023, 7025044, 7025083, 7025093, 7025095, 7025110, 7025168, 7025169, 7025172, 7025183, 7025256, 7025262, 7025367, 7025370, 7025392, 7025402, 7025406, 7025415, 7025425, 7025431, 7025437, 7025483, 7025494, 7025495, 7025505, 7025551, 7025577, 7025671, 7025679, 7025680, 7025690, 7025702, 7025730, 7025746, 7025762, 7025801, 7025810, 7025833, 7025891, 7025897, 7025988, 7026000, 7026006, 7026035, 7026070, 7026129, 7026137, 7026182, 7026263, 7026284, 7026287, 7026292, 7026354, 7026399, 7026406, 7026425, 7026439, 7026464, 7026479, 7026504, 7026604, 7026615, 7026641, 7026650, 7026653, 7026655, 7026663, 7026668, 7026844, 7026854, 7026868, 7026912, 7026919, 7026921, 7026930, 7026935, 7026972, 7026989, 7027000, 7027007, 7027014, 7027024, 7027033, 7027077, 7027136, 7027153, 7027158, 7027315, 7027348, 7027499, 7027518, 7027522, 7027533, 7027536, 7027543, 7027557, 7027560, 7027662, 7027695, 7027713, 7027719, 7027750, 7027755, 7027864, 7027913, 7027916, 7027927, 7027997, 7028073, 7028091, 7028099, 7028140, 7028151, 7028155, 7028173, 7028238, 7028248, 7028262, 7028324, 7028326, 7028339, 7028388, 7028391, 7028397, 7028399, 7028414, 7028451, 7028516, 7028552, 7028554, 7028675, 7028701, 7028713, 7028715, 7028803, 7028974, 7028997, 7029018, 7029022, 7029028, 7029086, 7029089, 7029091, 7029131, 7029151, 7029167, 7029175, 7029176, 7029194, 7029202, 7029227, 7029234, 7029238, 7029264, 7029292, 7029300, 7029337, 7029344, 7029387, 7029415, 7029430, 7029436, 7029437, 7029455, 7029469, 7029486, 7029525, 7029565, 7029576, 7029669, 7029686, 7029799, 7029840, 7029891, 7029898, 7029937, 7029958, 7029982, 7030054, 7030055, 7030062, 7030071, 7030095, 7030125, 7030130, 7030132, 7030185, 7030238, 7030242, 7030258, 7030280, 7030310, 7030313, 7030323, 7030363, 7030372, 7030390, 7030404, 7030482, 7030489, 7030507, 7030566, 7030589, 7030618, 7030647, 7030659, 7030724, 7030786, 7030859, 7030896, 7030897, 7030917, 7030934, 7030960, 7030961, 7030976, 7031064, 7031104, 7031119, 7031138, 7031147, 7031213, 7031227, 7031254, 7031282, 7031318, 7031342, 7031343, 7031345, 7031354, 7031404, 7031479, 7031485, 7031522, 7031536, 7031537, 7031570, 7031635, 7031697, 7031860, 7031885, 7031897, 7031920, 7031960, 7032073, 7032112, 7032133, 7032151, 7032183, 7032189, 7032241, 7032246, 7032267, 7032299, 7032334, 7032375, 7032421, 7032529, 7032568, 7032645, 7032677, 7032843, 7032900, 7032906, 7032953, 7032984, 7033069, 7033090, 7033092, 7033205, 7033237, 7033256, 7033319, 7033433, 7033492, 7033513, 7033631, 7033640, 7033650, 7033715, 7033773, 7033798, 7033831, 7033910, 7033954, 7034003, 7034017, 7034022, 7034057, 7034080, 7034097, 7034101, 7034112, 7034196, 7034220, 7034257, 7034273, 7034277, 7034313, 7034360, 7034370, 7034386, 7034394, 7034396, 7034483, 7034484, 7034489, 7034535, 7034540, 7034569, 7034585, 7034812, 7034821, 7035014, 7035093, 7035099, 7035117, 7035119, 7035203, 7035206, 7035239, 7035258, 7035346, 7035417, 7035436, 7035451, 7035545, 7035581, 7035630, 7035665, 7035738, 7035824, 7035826, 7035921, 7036298, 7036309, 7036323, 7036333, 7036348, 7036425, 7036430, 7036541, 7036571, 7036835, 7036890, 7037096, 7037290, 7037331, 7037475, 7037752, 7037850, 7037872, 7038236, 7038383, 7038509, 7038685, 7038712, 7038839, 7038916, 7038993, 7039957, 7040327]",952
430,대파 송송,[7023921],1
431,대파 썬 것,"[7018653, 7020906, 7024703, 7027360, 7028707]",5
432,대파 썬것,"[7021556, 7033838]",2
433,대파 잎,[7017034],1
434,대파 잎부분,[7017296],1
435,대파 초록부분,"[7017638, 7018552, 7019253]",3
436,대파 흰 부분,"[7016972, 7019357, 7019505, 7020278, 7021224, 7023955, 7025838, 7037848]",8
437,대파 흰대,"[7032499, 7033257]",2
438,대파 흰부분,"[7017513, 7017638, 7017747, 7017917, 7019126, 7019669, 7020237, 7024580, 7025085, 7025878, 7026411, 7027157, 7028513, 7029451, 7029903, 7032843, 7035476, 7036849]",18
439,대파뿌리,"[7024133, 7038916]",2
440,대파초록부분,[7017955],1
441,대파흰대,[7031943],1
442,대파흰부분,"[7016898, 7018070, 7019457, 7019543, 7020198, 7020652, 7037055]",7
443,대패 삼겹살,"[7017250, 7019798, 7020167, 7031119]",4
444,대패삼겹,"[7017097, 7036323]",2
445,대패삼겹살,"[7017147, 7017617, 7018258, 7018265, 7018710, 7018830, 7019359, 7019376, 7019624, 7019831, 7020449, 7021079, 7021349, 7021674, 7022352, 7022605, 7024426, 7024892, 7024922, 7024939, 7026989, 7027033, 7027397, 7028173, 7028397, 7029767, 7030055, 7030132, 7030227, 7031147, 7031536, 7034333]",32
446,대하,"[7017475, 7020111, 7022180]",3
447,대합살,[7023423],1
448,더덕,"[7022119, 7022143, 7022740]",3
449,덧가루,[7020808],1
450,데리야끼소스,"[7018098, 7018574]",2
451,데미소다,[7024375],1
452,데친 깻잎,[7022430],1
453,데친 단배추,[7023771],1
454,데친 두릅,[7024211],1
455,데친 미역,[7023158],1
456,데친 브로코리,[7021231],1
457,데친 상추,[7019857],1
458,데친 시래기,"[7023457, 7036890]",2
459,데친 우거지,"[7023457, 7028974]",2
460,데친 우렁살,[7027282],1
461,데친 토란대,[7017513],1
462,데친고사리,[7017513],1
463,데코용 흑임자파우더,[7030343],1
464,데코화이트,"[7023992, 7027706]",2
465,도가니,[7026504],1
466,도가니수육밀키트,[7029086],1
467,도넛,[7038072],1
468,도다리,[7022526],1
469,도다리 회,[7019053],1
470,도라지,"[7017579, 7019614, 7020599, 7023938, 7026655, 7033433, 7035246]",7
471,도라지 나물,[7019785],1
472,도삭면,[7026668],1
473,도토리 면,[7025753],1
474,도토리가루,[7022847],1
475,도토리묵,"[7017095, 7022244, 7026844, 7026914, 7027899, 7028324, 7028627, 7035738]",8
476,돈가스,[7019527],1
477,돈까스,[7021510],1
478,돈까스 소스,"[7024312, 7028229]",2
479,돈까스소스,"[7018342, 7018569, 7019939, 7023604, 7029480, 7030737, 7034945]",7
480,돌김,[7022129],1
481,돌나물,[7025109],1
482,돌문어,[7022270],1
483,돌산갓,[7037055],1
484,돔,[7018349],1
485,동물성 휘핑크림,"[7016923, 7017409, 7017682, 7017933, 7018081, 7018123, 7018233, 7018667, 7018730, 7018785, 7018976, 7019060, 7019750, 7019888, 7019984, 7020067, 7020124, 7020742, 7021595, 7021897, 7022099, 7022266, 7022716, 7022793, 7022874, 7023992, 7024227, 7024354, 7024736, 7025046, 7025181, 7025717, 7025860, 7026164, 7026701, 7026793, 7026956, 7027644, 7027706, 7027969, 7030080, 7030840, 7030916, 7031438, 7031919, 7032641, 7032973, 7033352, 7033670, 7034464, 7034514, 7034706, 7035079, 7035542, 7035597, 7035783, 7035822, 7036104, 7036504, 7036810, 7037021, 7037823, 7038629, 7038897, 7040587]",65
486,동부묵,"[7023200, 7035001]",2
487,동전 육수,"[7017977, 7018022, 7018059, 7024511, 7028803, 7029469, 7030653, 7032421, 7033237, 7038685]",10
488,동전육수,"[7021539, 7021556, 7025636, 7032417]",4
489,동죽,[7023727],1
490,동죽조개,"[7019355, 7021507]",2
491,동치미 육수,[7026371],1
492,동태,"[7017494, 7025505]",2
493,동태전,[7019890],1
494,동태포,[7019189],1
495,돼지 la갈비,[7020713],1
496,돼지 등갈비,"[7017181, 7019892, 7021645]",3
497,돼지 등심,[7032546],1
498,돼지 안심,[7020528],1
499,돼지 앞다리살,"[7020427, 7027157]",2
500,돼지갈비,"[7018188, 7018593, 7018673, 7019284, 7020541, 7022121]",6
501,돼지고기,"[7017007, 7017174, 7017855, 7018219, 7018301, 7018499, 7018576, 7018672, 7018846, 7018952, 7018986, 7019207, 7019402, 7019465, 7020179, 7020218, 7021184, 7021551, 7022220, 7022297, 7022332, 7024341, 7024442, 7025403, 7025746, 7026615, 7027332, 7028073, 7028151, 7028329, 7029300, 7030062, 7032529, 7034196, 7035093, 7037848]",36
502,돼지고기 꼬리,[7018286],1
503,돼지고기 꽃살,[7020102],1
504,돼지고기 내장,[7025392],1
505,돼지고기 다짐 육,[7021350],1
506,돼지고기 다짐육,"[7016873, 7017432, 7017441, 7017646, 7017738, 7018491, 7018791, 7019190, 7019281, 7019396, 7019418, 7019526, 7019584, 7020111, 7020260, 7020864, 7021263, 7024511, 7028588, 7028639, 7032843, 7034396, 7034569, 7035451]",24
507,돼지고기 다짐육 뒷다리살,[7020664],1
508,돼지고기 뒷다리살,[7029486],1
509,돼지고기 등갈비,[7022068],1
510,돼지고기 등심,"[7023028, 7023604]",2
511,돼지고기 머릿고기,[7020003],1
512,돼지고기 목살,"[7018012, 7018273, 7018374, 7019083, 7026662, 7027522, 7028126]",7
513,돼지고기 목살 다짐육,[7025890],1
514,돼지고기 목삼겹,[7025988],1
515,돼지고기 민찌,[7025141],1
516,돼지고기 불고기용,[7017499],1
517,돼지고기 사태,[7024669],1
518,돼지고기 산적용,[7034370],1
519,돼지고기 삼겹살,"[7018622, 7033831]",2
520,돼지고기 샤브용,[7025979],1
521,돼지고기 수육용삼겹살,[7016814],1
522,돼지고기 안심,"[7018747, 7018748, 7018795, 7020283, 7027049]",5
523,돼지고기 안심살,[7034316],1
524,돼지고기 앞다리 살,[7021416],1
525,돼지고기 앞다리 찌개용,[7018022],1
526,돼지고기 앞다리살,"[7017284, 7017291, 7017341, 7017353, 7017709, 7017943, 7018055, 7018269, 7018944, 7019130, 7020351, 7020538, 7020798, 7021351, 7022039, 7022690, 7022731, 7023580, 7024119, 7024542, 7024683, 7025551, 7026284, 7026868, 7029131, 7029565, 7029863, 7033355, 7035014]",29
527,돼지고기 앞다리살 불고기용,[7021338],1
528,돼지고기 앞다리살 수육용,[7018851],1
529,돼지고기 앞다리살 약,[7026666],1
530,돼지고기 잡채용,[7017757],1
531,돼지고기 제육볶음 앞다리살,[7018325],1
532,돼지고기 찌개용,"[7016983, 7017003, 7018293, 7025762, 7027105, 7036541, 7040327]",7
533,돼지고기 카레용,"[7016936, 7021421, 7028454]",3
534,돼지고기다짐육,"[7029706, 7031255, 7034273, 7039727]",4
535,돼지고기등심,"[7020250, 7040047]",2
536,돼지고기목살,"[7028140, 7037175]",2
537,돼지고기삼겹살,[7018870],1
538,돼지고기안심,[7025419],1
539,돼지고기앞다리살,"[7030323, 7031485, 7036041]",3
540,돼지곱창,[7025256],1
541,돼지껍데기,[7023754],1
542,돼지등갈비,"[7017327, 7020936, 7021071, 7031943]",4
543,돼지등뼈,"[7016815, 7018039, 7020741, 7021461, 7025023, 7035119, 7038993]",7
544,돼지등뼈 약,[7025366],1
545,돼지목살,"[7020842, 7023244, 7023675, 7025118, 7025468, 7026912, 7028339, 7031570, 7035476]",9
546,돼지앞다리살,[7035921],1
547,돼지쪽갈비,[7031740],1
548,된장,"[7016814, 7016900, 7017031, 7017034, 7017192, 7017289, 7017388, 7017475, 7017494, 7017512, 7017602, 7017918, 7017977, 7018013, 7018033, 7018087, 7018259, 7018286, 7018291, 7018374, 7018464, 7018661, 7018673, 7018986, 7019217, 7019244, 7019253, 7019389, 7019558, 7019669, 7019857, 7019997, 7020225, 7020265, 7020306, 7020331, 7020339, 7020351, 7020452, 7020510, 7020528, 7020541, 7020599, 7020652, 7020902, 7021068, 7021186, 7021249, 7021257, 7021333, 7021364, 7021376, 7021389, 7021453, 7021461, 7021550, 7021574, 7021597, 7021617, 7021875, 7022039, 7022068, 7022117, 7022483, 7022489, 7022526, 7022627, 7022673, 7022690, 7022695, 7023064, 7023493, 7023616, 7023698, 7023713, 7023771, 7024050, 7024073, 7024121, 7024207, 7024542, 7024548, 7024600, 7024669, 7024683, 7024896, 7025023, 7025110, 7025183, 7025218, 7025310, 7025314, 7025367, 7025424, 7025551, 7025810, 7025988, 7026035, 7026278, 7026354, 7026399, 7026641, 7026989, 7027105, 7027136, 7027157, 7027536, 7027750, 7027824, 7028248, 7028516, 7028551, 7029089, 7029292, 7029387, 7029469, 7029565, 7029669, 7029797, 7029913, 7030185, 7030653, 7030897, 7031138, 7031175, 7031816, 7032079, 7032421, 7033257, 7033773, 7033910, 7033954, 7034017, 7034394, 7034489, 7035119, 7035346, 7035417, 7035476, 7036835, 7037752, 7038839, 7038993]",143
549,두릅,[7025314],1
550,두반장,"[7017714, 7019212, 7019996, 7020103, 7023580, 7024545]",6
551,두부,"[7016900, 7016974, 7016983, 7017015, 7017023, 7017232, 7017255, 7017291, 7017292, 7017347, 7017432, 7017475, 7017510, 7017570, 7017649, 7017702, 7017798, 7017955, 7017959, 7018013, 7018024, 7018033, 7018055, 7018070, 7018088, 7018171, 7018293, 7018309, 7018390, 7018499, 7018537, 7018562, 7018576, 7018661, 7018678, 7018695, 7018791, 7018830, 7018892, 7018901, 7018952, 7018979, 7018993, 7019030, 7019128, 7019178, 7019212, 7019217, 7019235, 7019244, 7019279, 7019296, 7019303, 7019387, 7019396, 7019402, 7019408, 7019412, 7019418, 7019442, 7019505, 7019584, 7019667, 7019671, 7020039, 7020181, 7020217, 7020218, 7020278, 7020306, 7020342, 7020357, 7020412, 7020429, 7020510, 7020583, 7020614, 7020629, 7020818, 7021037, 7021105, 7021243, 7021249, 7021263, 7021283, 7021352, 7021385, 7021386, 7021433, 7021453, 7021493, 7021521, 7021551, 7021552, 7021569, 7021599, 7021644, 7021654, 7021872, 7021989, 7022045, 7022180, 7022220, 7022280, 7022352, 7022534, 7022561, 7022756, 7022766, 7022828, 7022899, 7022935, 7023213, 7023258, 7023714, 7024048, 7024201, 7024207, 7024236, 7024280, 7024478, 7024892, 7024963, 7025095, 7025218, 7025256, 7025262, 7025402, 7025403, 7025801, 7026002, 7026150, 7026425, 7026873, 7027518, 7028134, 7028140, 7028248, 7028429, 7029089, 7029150, 7029238, 7029375, 7029387, 7029451, 7029469, 7030072, 7030313, 7030507, 7030897, 7031138, 7031141, 7031309, 7031836, 7031920, 7032246, 7033082, 7033492, 7033798, 7033910, 7034003, 7034057, 7034196, 7034257, 7034273, 7034386, 7034569, 7035014, 7035222, 7035433, 7037096, 7037848, 7039957, 7040327]",174
552,두부 부침,[7019890],1
553,두부 찌개용,[7017638],1
554,두부면,"[7022085, 7023588, 7026181, 7026304]",4
555,두부조림,[7025902],1
556,두유,"[7020675, 7021515, 7038721]",3
557,두툼한 어묵,[7029390],1
558,둘세 데 레체 시럽,[7029499],1
559,둘세 초콜릿,[7030761],1
560,둥근 애호박,[7031522],1
561,둥근호박,"[7020332, 7024548, 7031860, 7032159]",4
562,드라이 이스트,[7022279],1
563,드라이이스트,[7020958],1
564,들기름,"[7016834, 7016873, 7016902, 7016928, 7016983, 7016993, 7017060, 7017065, 7017087, 7017192, 7017255, 7017297, 7017341, 7017347, 7017458, 7017643, 7017661, 7017704, 7017709, 7017776, 7017783, 7017794, 7017811, 7017821, 7017871, 7017948, 7018060, 7018070, 7018169, 7018171, 7018215, 7018390, 7018499, 7018791, 7018826, 7018901, 7019030, 7019046, 7019112, 7019153, 7019296, 7019405, 7019412, 7019430, 7019483, 7019521, 7019614, 7019657, 7019695, 7019810, 7019850, 7019856, 7020041, 7020114, 7020165, 7020348, 7020364, 7020383, 7020452, 7020458, 7020468, 7020470, 7020471, 7020473, 7020474, 7020475, 7020489, 7020496, 7020510, 7020515, 7020555, 7020583, 7020646, 7020738, 7020762, 7020831, 7020906, 7020961, 7020968, 7020969, 7020980, 7021011, 7021089, 7021319, 7021347, 7021374, 7021376, 7021389, 7021453, 7021523, 7021544, 7021640, 7021678, 7021718, 7021776, 7021840, 7022173, 7022216, 7022280, 7022298, 7022455, 7022627, 7022668, 7022766, 7022974, 7023188, 7023434, 7023456, 7023475, 7023640, 7023649, 7023697, 7023714, 7023921, 7024011, 7024048, 7024050, 7024274, 7024478, 7024535, 7024563, 7024610, 7024692, 7024896, 7024963, 7025007, 7025108, 7025314, 7025392, 7025431, 7025494, 7025495, 7025616, 7025627, 7025690, 7025703, 7025801, 7026002, 7026057, 7026122, 7026129, 7026150, 7026181, 7026284, 7026299, 7026846, 7026852, 7026916, 7026978, 7027008, 7027332, 7027348, 7027499, 7027518, 7027523, 7027557, 7027676, 7027794, 7027926, 7028392, 7028707, 7028773, 7028803, 7028823, 7028846, 7028901, 7028974, 7029027, 7029076, 7029469, 7029525, 7029913, 7030185, 7030507, 7030653, 7030786, 7030976, 7031279, 7031352, 7031404, 7031686, 7031860, 7032133, 7032159, 7032237, 7032417, 7033237, 7033251, 7033312, 7033433, 7033463, 7033482, 7033492, 7034057, 7034129, 7034769, 7035433, 7035436, 7035738, 7035850, 7035927, 7037096, 7038685, 7039515]",204
565,들기름드레싱,[7027397],1
566,들깨,"[7022521, 7027293, 7038993]",3
567,들깨 가루,"[7018808, 7022643, 7032568]",3
568,들깨가루,"[7016815, 7016993, 7017021, 7017783, 7018038, 7018039, 7018270, 7018446, 7018563, 7018695, 7018719, 7018865, 7018997, 7019861, 7020008, 7020104, 7020288, 7020348, 7020363, 7020369, 7020452, 7020458, 7020470, 7020471, 7020474, 7020475, 7020593, 7020605, 7020646, 7020684, 7020689, 7020738, 7020894, 7020906, 7021068, 7021110, 7021640, 7021644, 7022129, 7022173, 7022430, 7022592, 7022627, 7023064, 7024121, 7024274, 7024669, 7025007, 7025108, 7025120, 7025392, 7025494, 7025680, 7025723, 7025801, 7026057, 7026129, 7026284, 7027695, 7027750, 7027926, 7027927, 7028383, 7028707, 7028846, 7029076, 7029089, 7029139, 7029292, 7030125, 7030934, 7031345, 7033312, 7033482, 7033954, 7034540, 7034897, 7035436, 7036571, 7038685]",80
569,등갈비,"[7017881, 7018991, 7023925, 7024814, 7025483, 7028388, 7028737, 7029292, 7031342]",9
570,등갈비 찜용,[7034489],1
571,등뼈,"[7019073, 7026287, 7033954]",3
572,등심,[7026760],1
573,디벨라 토마토퓨레,[7029445],1
574,디종 홀그레인 머스타드,[7022217],1
575,디포리,"[7024600, 7036425]",2
576,딜,"[7027088, 7027511, 7028487, 7033608]",4
577,따뜻한 밥,[7022548],1
578,따뜻한 우유,[7025599],1
579,따뜻한우유,[7026216],1
580,딸기,"[7017042, 7017421, 7017952, 7018056, 7018069, 7019840, 7020040, 7020067, 7021515, 7022716, 7022793, 7023565, 7023644]",13
581,딸기잼,"[7021379, 7022981, 7026025, 7026550, 7030342]",5
582,딸기쨈,"[7026126, 7029091, 7032012]",3
583,땅두릅,[7023953],1
584,땅콩,"[7019064, 7020894, 7022129, 7025228, 7027340, 7028310, 7029068, 7029187]",8
585,땅콩버터,"[7017310, 7017361, 7026034, 7026164, 7028410, 7028812, 7031642, 7031836, 7034901, 7035686, 7037141]",11
586,땅콩분태,"[7017361, 7037141, 7037501]",3
587,땅콩소스,"[7017310, 7024475]",2
588,땅콩잼,[7022241],1
589,땡초,"[7017569, 7021272, 7022482, 7037290]",4
590,땡초장,[7027884],1
591,떡,"[7021883, 7026287, 7029392]",3
592,떡갈비,"[7019801, 7031061]",2
593,떡국 떡,[7017198],1
594,떡국떡,"[7016824, 7016837, 7017666, 7017963, 7018598, 7018600, 7018638, 7018961, 7019005, 7019364, 7019623, 7019630, 7020298, 7020369, 7020541, 7020615, 7020804, 7020868, 7020874, 7021661, 7021889, 7022247, 7025224, 7025671, 7036348]",25
595,떡볶이 떡,"[7020066, 7028155, 7030415]",3
596,떡볶이 떢,[7026218],1
597,떡볶이떡,"[7018467, 7018729, 7019409, 7019892, 7020128, 7020804, 7021601, 7022026, 7023395, 7023915, 7024692, 7024733, 7026272, 7029344, 7032279]",15
598,떡볶이시판 소스,[7026272],1
599,또띠아,"[7019502, 7020140, 7020312, 7020509, 7021088, 7021667, 7021884, 7023051, 7027206, 7027642, 7028629, 7028824, 7029259, 7029901, 7036196]",15
600,똠얌꿍 페이스트,[7018283],1
601,뜨거운 물,"[7016836, 7018192, 7020595, 7021748, 7021908, 7025046, 7025081, 7025738, 7026113, 7027154, 7027862, 7028007, 7028056, 7028486, 7028652, 7028925, 7029563, 7030532, 7030620, 7034401, 7036633]",21
602,뜨거운 우유,[7039180],1
603,라면,"[7018210, 7018641, 7019005, 7019014, 7019351, 7019376, 7020298, 7027695, 7028364, 7030071, 7035203, 7035971, 7036666]",13
604,라면분말스프,[7023822],1
605,라면사리,[7023395],1
606,라면스프,"[7017845, 7019513, 7032618, 7035971, 7036666]",5
