RCP_SNO,CKG_NM,ingredients_raw,aliases_matched,ingredients_normalized,others_count,others_items
7020928,밤스프,"[[""밤"", ""15"", ""알""], [""아몬드 브리즈"", ""2"", ""개""], [""양파"", ""1/2"", ""개""], [""견과류"", """", ""조금""]]","[{""alias_id"": ""alias_0466"", ""name"": ""밤""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0430"", ""name"": ""견과류""}, {""alias_id"": ""alias_1359"", ""name"": ""아몬드브리즈""}]","[[""밤"", ""15"", ""알""], [""아몬드브리즈"", ""2"", ""개""], [""양파"", ""1/2"", ""개""], [""견과류"", ""조금"", """"]]",0,[]
7020936,돼지쪽갈비간장조림,"[[""돼지등갈비"", ""2"", ""kg""], [""양파 작은것"", ""1"", ""개""], [""배"", ""1/2"", ""개""], [""통후추"", """", ""조금""], [""다진생강"", ""1"", ""작은술""], [""맛술"", ""3~4"", ""큰술""], [""다진마늘"", ""2"", ""큰술""], [""올리고당"", ""3"", ""큰술""], [""설탕"", """", ""조금""], [""후추가루"", """", ""조금""], [""생강술"", ""2"", ""큰술""], [""참기름"", ""1.5"", ""큰술""], [""통깨"", """", ""조금""], [""페페론치노"", """", ""조금""]]","[{""alias_id"": ""alias_0837"", ""name"": ""돼지등갈비""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0239"", ""name"": ""배""}, {""alias_id"": ""alias_0232"", ""name"": ""통후추""}, {""alias_id"": ""alias_0574"", ""name"": ""생강""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0190"", ""name"": ""올리고당""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}, {""alias_id"": ""alias_0250"", ""name"": ""생강술""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0154"", ""name"": ""페페론치노""}]","[[""돼지등갈비"", ""2"", ""kg""], [""양파"", ""1"", ""개""], [""배"", ""1/2"", ""개""], [""통후추"", """", ""조금""], [""생강"", ""1"", ""작은술""], [""맛술"", ""3~4"", ""큰술""], [""마늘"", ""2"", ""큰술""], [""올리고당"", ""3"", ""큰술""], [""설탕"", """", ""조금""], [""후추"", """", ""조금""], [""생강술"", ""2"", ""큰술""], [""참기름"", ""1.5"", ""큰술""], [""통깨"", """", ""조금""], [""페페론치노"", """", ""조금""]]",0,[]
7020937,골뱅이소면무침,"[[""골뱅이 통조림"", ""1"", ""캔""], [""진미채"", ""1"", ""줌""], [""소면"", ""150"", ""g""], [""깻잎"", ""5"", ""장""], [""고추"", ""2"", ""개""], [""대파"", ""1"", ""대""], [""오이"", ""1"", ""개""], [""양파"", ""1/2"", ""개""], [""당근"", ""1/4"", ""개""], [""고춧가루"", ""4"", ""큰술""], [""맛술"", ""1"", ""큰술""], [""간장"", ""2"", ""큰술""], [""설탕"", ""1"", ""큰술""], [""물엿"", ""1"", ""큰술""], [""다진마늘"", ""1"", ""큰술""], [""참기름"", ""1"", ""작은술""], [""통깨 후추"", """", ""약간""]]","[{""alias_id"": ""alias_0694"", ""name"": ""골뱅이""}, {""alias_id"": ""alias_0720"", ""name"": ""진미채""}, {""alias_id"": ""alias_0074"", ""name"": ""소면""}, {""alias_id"": ""alias_0529"", ""name"": ""깻잎""}, {""alias_id"": ""alias_0521"", ""name"": ""고추""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0600"", ""name"": ""오이""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0233"", ""name"": ""후추""}]","[[""골뱅이"", ""1"", ""캔""], [""진미채"", ""1"", ""줌""], [""소면"", ""150"", ""g""], [""깻잎"", ""5"", ""장""], [""고추"", ""2"", ""개""], [""대파"", ""1"", ""대""], [""오이"", ""1"", ""개""], [""양파"", ""1/2"", ""개""], [""당근"", ""1/4"", ""개""], [""고춧가루"", ""4"", ""큰술""], [""맛술"", ""1"", ""큰술""], [""간장"", ""2"", ""큰술""], [""설탕"", ""1"", ""큰술""], [""물엿"", ""1"", ""큰술""], [""마늘"", ""1"", ""큰술""], [""참기름"", ""1"", ""작은술""], [""통깨"", """", ""약간""], [""후추"", """", ""약간""]]",0,[]
7020954,일본식카레,"[[""소고기 불고기"", ""200"", ""g""], [""감자 중간사이즈"", ""3"", ""개""], [""당근"", ""1/3"", """"], [""버섯"", ""2"", ""개""], [""양파"", ""1"", ""개""], [""고형 카레"", ""6"", ""인분""], [""브로컬리"", ""1/3"", """"], [""버터"", """", ""소량""]]","[{""alias_id"": ""alias_0858"", ""name"": ""소고기""}, {""alias_id"": ""alias_0318"", ""name"": ""감자""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0146"", ""name"": ""카레""}, {""alias_id"": ""alias_0999"", ""name"": ""버섯""}, {""alias_id"": ""alias_0570"", ""name"": ""브로콜리""}, {""alias_id"": ""alias_1261"", ""name"": ""버터""}]","[[""소고기"", ""200"", ""g""], [""감자"", ""3"", ""개""], [""당근"", ""1/3"", """"], [""버섯"", ""2"", ""개""], [""양파"", ""1"", ""개""], [""카레"", ""6"", ""인분""], [""브로콜리"", ""1/3"", """"], [""버터"", ""소량"", """"]]",0,[]
7020958,통밀빵,"[[""통밀가루"", ""300"", """"], [""물"", ""180"", """"], [""소금"", ""5"", """"], [""드라이이스트"", ""5"", """"], [""포도씨유"", ""30"", """"], [""크랜베리"", ""80"", """"], [""건포도"", ""80"", """"], [""호두"", ""80"", """"]]","[{""alias_id"": ""alias_0294"", ""name"": ""통밀가루""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0137"", ""name"": ""포도씨유""}, {""alias_id"": ""alias_0411"", ""name"": ""크랜베리""}, {""alias_id"": ""alias_0361"", ""name"": ""건포도""}, {""alias_id"": ""alias_0443"", ""name"": ""호두""}, {""alias_id"": ""alias_1384"", ""name"": ""이스트""}]","[[""통밀가루"", ""300"", """"], [""물"", ""180"", """"], [""소금"", ""5"", """"], [""이스트"", ""5"", """"], [""포도씨유"", ""30"", """"], [""크랜베리"", ""80"", """"], [""건포도"", ""80"", """"], [""호두"", ""80"", """"]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""180"", ""unit"": """"}]"
7020960,스팸김치계란밥,"[[""스팸"", ""100"", ""g""], [""김치"", ""1/2"", ""컵""], [""대파"", ""1"", ""대""], [""모짜렐라치즈"", ""50"", ""g""], [""계란"", ""2"", ""알""], [""물"", ""1/4"", ""컵""], [""밥"", ""150"", ""g""], [""후춧가루"", """", ""약간""], [""파슬리가루"", """", ""약간""]]","[{""alias_id"": ""alias_0910"", ""name"": ""스팸""}, {""alias_id"": ""alias_0022"", ""name"": ""배추김치""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0884"", ""name"": ""모짜렐라치즈""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0234"", ""name"": ""후춧가루""}, {""alias_id"": ""alias_0229"", ""name"": ""파슬리""}]","[[""스팸"", ""100"", ""g""], [""배추김치"", ""1/2"", ""컵""], [""대파"", ""1"", ""대""], [""모짜렐라치즈"", ""50"", ""g""], [""계란"", ""2"", ""개""], [""물"", ""1/4"", ""컵""], [""밥"", ""150"", ""g""], [""후춧가루"", """", ""약간""], [""파슬리"", """", ""약간""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""1/4"", ""unit"": ""컵""}]"
7020961,곤드레솥밥,"[[""쌀"", ""2"", ""컵""], [""곤드레 불린거"", ""200"", ""g""], [""들기름"", ""1"", ""큰술""], [""참치액젓"", ""1"", ""큰술""], [""대파"", ""1"", ""대""], [""통깨"", ""1"", ""큰술""], [""물"", ""2"", ""컵""], [""진간장"", ""2"", ""큰술""], [""맛술"", ""2"", ""큰술""], [""다진 마늘"", ""1"", ""작은술""], [""들기름"", ""1"", ""큰술""], [""통깨"", ""1"", ""큰술""], [""들기름"", ""1"", ""큰술""], [""다진 마늘"", ""1/2"", ""작은술""]]","[{""alias_id"": ""alias_0338"", ""name"": ""쌀""}, {""alias_id"": ""alias_0421"", ""name"": ""곤드레""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0039"", ""name"": ""참치액젓""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_0185"", ""name"": ""진간장""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}]","[[""쌀"", ""2"", ""컵""], [""곤드레"", ""200"", ""g""], [""들기름"", ""1"", ""큰술""], [""참치액젓"", ""1"", ""큰술""], [""대파"", ""1"", ""대""], [""통깨"", ""1"", ""큰술""], [""물"", ""2"", ""컵""], [""간장"", ""2"", ""큰술""], [""맛술"", ""2"", ""큰술""], [""마늘"", ""1"", ""작은술""], [""들기름"", ""1"", ""큰술""], [""통깨"", ""1"", ""큰술""], [""들기름"", ""1"", ""큰술""], [""마늘"", ""1/2"", ""작은술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""2"", ""unit"": ""컵""}]"
7020964,뉴욕르뱅쿠키,"[[""버터"", ""230"", """"], [""황설탕"", ""230"", ""g""], [""계란"", ""2"", ""개""], [""박력분"", ""450"", ""g""], [""아몬드가루"", ""50"", ""g""], [""소금"", ""1"", ""꼬집""], [""베이킹파우더"", ""2"", ""t""], [""호두"", ""100"", ""g""], [""아몬드"", ""100"", ""g""], [""초코"", ""200"", ""g""]]","[{""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0292"", ""name"": ""박력분""}, {""alias_id"": ""alias_0432"", ""name"": ""아몬드""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0443"", ""name"": ""호두""}, {""alias_id"": ""alias_1261"", ""name"": ""버터""}]","[[""버터"", ""230"", """"], [""설탕"", ""230"", ""g""], [""계란"", ""2"", ""개""], [""박력분"", ""450"", ""g""], [""아몬드"", ""50"", ""g""], [""소금"", ""1"", ""꼬집""], [""베이킹파우더"", ""2"", ""큰술""], [""호두"", ""100"", ""g""], [""아몬드"", ""100"", ""g""], [""초콜릿"", ""200"", ""g""]]",2,"[{""raw"": ""베이킹파우더"", ""name"": ""베이킹파우더"", ""amount"": ""2"", ""unit"": ""큰술""}, {""raw"": ""초코"", ""name"": ""초콜릿"", ""amount"": ""200"", ""unit"": ""g""}]"
7020968,해초무침,"[[""염장모듬 해초"", ""100"", ""g""], [""설탕"", ""0.5"", ""t""], [""고추장"", ""0.5"", ""t""], [""다진마늘"", ""1/3"", ""t""], [""들기름"", ""0.5"", ""t""], [""후춧가루"", """", ""조금""], [""통깨"", ""0.5"", ""t""]]","[{""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0151"", ""name"": ""고추장""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0234"", ""name"": ""후춧가루""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}, {""alias_id"": ""alias_1002"", ""name"": ""해초""}]","[[""해초"", ""100"", ""g""], [""설탕"", ""0.5"", ""큰술""], [""고추장"", ""0.5"", ""큰술""], [""마늘"", ""1/3"", ""큰술""], [""들기름"", ""0.5"", ""큰술""], [""후춧가루"", """", ""조금""], [""통깨"", ""0.5"", ""큰술""]]",0,[]
7020969,참나물무침,"[[""참나물"", ""150"", ""g""], [""다진 마늘"", ""1"", ""작은술""], [""국간장"", ""1"", ""작은술""], [""소금"", ""3"", ""꼬집""], [""매실액"", ""1"", ""작은술""], [""들기름"", ""1"", ""큰술""], [""통깨"", ""1/2"", ""큰술""]]","[{""alias_id"": ""alias_0612"", ""name"": ""참나물""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0178"", ""name"": ""국간장""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0014"", ""name"": ""매실액""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0458"", ""name"": ""통깨""}]","[[""참나물"", ""150"", ""g""], [""마늘"", ""1"", ""작은술""], [""간장"", ""1"", ""작은술""], [""소금"", ""3"", ""꼬집""], [""매실액"", ""1"", ""작은술""], [""들기름"", ""1"", ""큰술""], [""통깨"", ""1/2"", ""큰술""]]",0,[]
7020973,백김치국물냉면,"[[""해주 냉면"", ""2"", ""인분""], [""백김치 국물"", ""6"", ""국자""], [""삶은계란"", ""2"", ""개""], [""냉면절임 무"", """", ""원하는만큼""], [""천일염"", ""1"", ""큰술""], [""피클초"", ""5"", ""큰술""], [""물"", ""100"", ""ml""]]","[{""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0208"", ""name"": ""천일염""}, {""alias_id"": ""alias_1177"", ""name"": ""냉면""}, {""alias_id"": ""alias_1149"", ""name"": ""백김치국물""}, {""alias_id"": ""alias_1156"", ""name"": ""피클초""}]","[[""냉면"", ""2"", ""인분""], [""백김치국물"", ""6"", ""국자""], [""계란"", ""2"", ""개""], [""절임무"", """", ""원하는 만큼""], [""천일염"", ""1"", ""큰술""], [""피클초"", ""5"", ""큰술""], [""물"", ""100"", ""ml""]]",2,"[{""raw"": ""냉면절임 무"", ""name"": ""절임무"", ""amount"": """", ""unit"": ""원하는 만큼""}, {""raw"": ""물"", ""name"": ""물"", ""amount"": ""100"", ""unit"": ""ml""}]"
7020975,미나리전,"[[""미나리"", ""1"", ""줌""], [""부침가루 크게"", ""6~8"", ""t""], [""물"", ""200"", ""ml""], [""소금"", ""1"", ""티스푼""]]","[{""alias_id"": ""alias_0560"", ""name"": ""미나리""}, {""alias_id"": ""alias_0295"", ""name"": ""부침가루""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}]","[[""미나리"", ""1"", ""줌""], [""부침가루"", ""6~8"", ""큰술""], [""물"", ""200"", ""ml""], [""소금"", ""1"", ""작은술""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""200"", ""unit"": ""ml""}]"
7020978,빨간어묵볶음,"[[""어묵"", ""300"", ""g""], [""양파"", ""1"", ""개""], [""간장"", ""1.5"", ""t""], [""올리고당"", ""1.5"", ""t""], [""고춧가루"", ""1"", ""t""], [""깨"", """", ""적당량""], [""물"", ""100"", ""ml""]]","[{""alias_id"": ""alias_0728"", ""name"": ""어묵""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0190"", ""name"": ""올리고당""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0452"", ""name"": ""깨""}]","[[""어묵"", ""300"", ""g""], [""양파"", ""1"", ""개""], [""간장"", ""1.5"", ""큰술""], [""올리고당"", ""1.5"", ""큰술""], [""고춧가루"", ""1"", ""큰술""], [""깨"", """", ""적당량""], [""물"", ""100"", ""ml""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""100"", ""unit"": ""ml""}]"
7020980,느타리버섯볶음,"[[""느타리버섯"", ""300"", ""g""], [""양파"", ""1/2"", ""개""], [""당근"", """", ""소량""], [""다진마늘"", ""1/2"", ""t""], [""고운들깨가루"", ""2"", ""t""], [""다진파"", ""2"", ""t""], [""식용유"", ""1"", ""t""], [""들기름"", ""1"", ""t""], [""국간장"", ""1"", ""t""], [""고운 소금"", """", ""조금""], [""후춧가루"", """", ""소량""], [""깨"", """", """"]]","[{""alias_id"": ""alias_0511"", ""name"": ""느타리버섯""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0279"", ""name"": ""들깨가루""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0234"", ""name"": ""후춧가루""}, {""alias_id"": ""alias_0452"", ""name"": ""깨""}]","[[""느타리버섯"", ""300"", ""g""], [""양파"", ""1/2"", ""개""], [""당근"", """", ""소량""], [""마늘"", ""1/2"", ""큰술""], [""들깨가루"", ""2"", ""큰술""], [""대파"", ""2"", ""큰술""], [""식용유"", ""1"", ""큰술""], [""들기름"", ""1"", ""큰술""], [""간장"", ""1"", ""큰술""], [""소금"", """", ""조금""], [""후춧가루"", """", ""소량""], [""깨"", """", """"]]",0,[]
7020984,양배추 계란찜,"[[""양배추"", ""1/2-1/3"", ""잎""], [""당근 슬라이스"", ""2-3"", ""조각""], [""멸치 다시마 육수"", ""200"", ""ml""], [""계란"", ""2"", ""개""], [""까나리액젓"", ""1/2"", ""스푼""], [""새우젓"", ""1/2"", ""스푼""], [""참깨"", ""1"", ""스푼""], [""멸치"", ""7-8"", ""개""], [""다시마"", ""1-2"", ""조각""], [""식초"", ""1"", ""스푼""]]","[{""alias_id"": ""alias_0587"", ""name"": ""양배추""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0033"", ""name"": ""까나리액젓""}, {""alias_id"": ""alias_0035"", ""name"": ""새우젓""}, {""alias_id"": ""alias_0457"", ""name"": ""참깨""}, {""alias_id"": ""alias_0711"", ""name"": ""멸치""}, {""alias_id"": ""alias_0782"", ""name"": ""다시마""}, {""alias_id"": ""alias_0169"", ""name"": ""식초""}, {""alias_id"": ""alias_1315"", ""name"": ""멸치다시마육수""}]","[[""양배추"", ""1/2-1/3"", ""잎""], [""당근"", ""2-3"", ""조각""], [""멸치다시마육수"", ""200"", ""ml""], [""계란"", ""2"", ""개""], [""까나리액젓"", ""1/2"", ""큰술""], [""새우젓"", ""1/2"", ""큰술""], [""참깨"", ""1"", ""큰술""], [""멸치"", ""7-8"", ""개""], [""다시마"", ""1-2"", ""조각""], [""식초"", ""1"", ""큰술""]]",0,[]
7020989,묵은지닭볶음탕,"[[""닭 볶음탕용"", ""1"", ""팩""], [""묵은지"", ""1/2"", ""포기""], [""감자"", ""2"", ""개""], [""당근"", ""1"", ""개""], [""양파"", ""1"", ""개""], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""고춧가루"", ""8"", ""스푼""], [""진간장"", ""6"", ""스푼""], [""다진 마늘"", ""2"", ""스푼""], [""물엿"", ""8"", ""스푼""], [""맛술"", ""8"", ""스푼""], [""참기름"", ""2"", ""스푼""], [""설탕"", ""2"", ""스푼""]]","[{""alias_id"": ""alias_0021"", ""name"": ""묵은지""}, {""alias_id"": ""alias_0318"", ""name"": ""감자""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0527"", ""name"": ""청양고추""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0185"", ""name"": ""진간장""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_0246"", ""name"": ""맛술""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0816"", ""name"": ""닭고기""}]","[[""닭고기"", ""1"", ""팩""], [""묵은지"", ""1/2"", ""포기""], [""감자"", ""2"", ""개""], [""당근"", ""1"", ""개""], [""양파"", ""1"", ""개""], [""대파"", ""1"", ""대""], [""청양고추"", ""2"", ""개""], [""고춧가루"", ""8"", ""큰술""], [""간장"", ""6"", ""큰술""], [""마늘"", ""2"", ""큰술""], [""물엿"", ""8"", ""큰술""], [""맛술"", ""8"", ""큰술""], [""참기름"", ""2"", ""큰술""], [""설탕"", ""2"", ""큰술""]]",0,[]
7021000,양상추볶음,"[[""양상추"", ""200"", ""g""], [""올리브유"", """", ""약간""], [""마늘"", ""2"", ""t""], [""굴소스"", ""1"", ""t""], [""참치액"", ""1"", ""t""], [""참기름"", ""1"", ""t""], [""고춧가루"", """", ""약간""]]","[{""alias_id"": ""alias_0588"", ""name"": ""양상추""}, {""alias_id"": ""alias_0134"", ""name"": ""올리브유""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0095"", ""name"": ""굴소스""}, {""alias_id"": ""alias_0038"", ""name"": ""참치액""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}]","[[""양상추"", ""200"", ""g""], [""올리브유"", """", ""약간""], [""마늘"", ""2"", ""큰술""], [""굴소스"", ""1"", ""큰술""], [""참치액"", ""1"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""고춧가루"", """", ""약간""]]",0,[]
7021009,오므라이스,"[[""양파"", ""1/2"", ""개""], [""당근"", ""1/5"", ""개""], [""스팸"", ""1"", ""캔""], [""밥"", ""2"", ""공기""], [""계란"", ""3"", ""개""], [""굴소스"", ""1"", ""숟가락""], [""버터"", ""1"", ""숟가락""], [""소금"", """", ""약간""], [""케첩"", ""5"", ""큰술""], [""물엿"", ""2"", ""큰술""], [""물"", ""1/2"", ""컵""]]","[{""alias_id"": ""alias_0591"", ""name"": ""양파""}, {""alias_id"": ""alias_0537"", ""name"": ""당근""}, {""alias_id"": ""alias_0910"", ""name"": ""스팸""}, {""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0806"", ""name"": ""계란""}, {""alias_id"": ""alias_0095"", ""name"": ""굴소스""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0128"", ""name"": ""케첩""}, {""alias_id"": ""alias_0161"", ""name"": ""물엿""}, {""alias_id"": ""alias_1261"", ""name"": ""버터""}]","[[""양파"", ""1/2"", ""개""], [""당근"", ""1/5"", ""개""], [""스팸"", ""1"", ""캔""], [""밥"", ""2"", ""공기""], [""계란"", ""3"", ""개""], [""굴소스"", ""1"", ""큰술""], [""버터"", ""1"", ""큰술""], [""소금"", """", ""약간""], [""케첩"", ""5"", ""큰술""], [""물엿"", ""2"", ""큰술""], [""물"", ""1/2"", ""컵""]]",1,"[{""raw"": ""물"", ""name"": ""물"", ""amount"": ""1/2"", ""unit"": ""컵""}]"
7021010,유채나물겉절이,"[[""유채나물"", ""300"", ""g""], [""고춧가루"", ""2"", ""t""], [""고추장"", ""1"", ""t""], [""다진마늘"", ""2/3"", ""t""], [""다진파"", ""2"", ""t""], [""간장"", ""1.5"", ""t""], [""설탕"", ""1"", ""t""], [""액젓"", ""1"", ""t""], [""깨"", ""1"", ""t""], [""참기름"", ""1"", ""t""], [""2배사과 식초"", ""1"", ""t""]]","[{""alias_id"": ""alias_0155"", ""name"": ""고춧가루""}, {""alias_id"": ""alias_0151"", ""name"": ""고추장""}, {""alias_id"": ""alias_0552"", ""name"": ""마늘""}, {""alias_id"": ""alias_0626"", ""name"": ""대파""}, {""alias_id"": ""alias_0140"", ""name"": ""간장""}, {""alias_id"": ""alias_0165"", ""name"": ""설탕""}, {""alias_id"": ""alias_0036"", ""name"": ""액젓""}, {""alias_id"": ""alias_0452"", ""name"": ""깨""}, {""alias_id"": ""alias_0135"", ""name"": ""참기름""}, {""alias_id"": ""alias_0168"", ""name"": ""사과식초""}, {""alias_id"": ""alias_1483"", ""name"": ""유채나물""}]","[[""유채나물"", ""300"", ""g""], [""고춧가루"", ""2"", ""큰술""], [""고추장"", ""1"", ""큰술""], [""마늘"", ""2/3"", ""큰술""], [""대파"", ""2"", ""큰술""], [""간장"", ""1.5"", ""큰술""], [""설탕"", ""1"", ""큰술""], [""액젓"", ""1"", ""큰술""], [""깨"", ""1"", ""큰술""], [""참기름"", ""1"", ""큰술""], [""사과식초"", ""1"", ""큰술""]]",0,[]
7021011,꼬마김밥,"[[""밥"", ""1"", ""공기""], [""들기름"", ""1"", ""바퀴""], [""소금"", ""1/2"", ""t""], [""김밥햄"", """", ""약간""], [""치자 단무지"", """", ""약간""], [""시금치 무침"", """", ""약간""], [""김 4등분한 사이즈로"", ""6"", ""장""], [""소금"", """", ""약간""], [""식용유"", """", ""약간""]]","[{""alias_id"": ""alias_0348"", ""name"": ""밥""}, {""alias_id"": ""alias_0132"", ""name"": ""들기름""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0008"", ""name"": ""단무지""}, {""alias_id"": ""alias_0579"", ""name"": ""시금치""}, {""alias_id"": ""alias_0779"", ""name"": ""김""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}, {""alias_id"": ""alias_0912"", ""name"": ""햄""}]","[[""밥"", ""1"", ""공기""], [""들기름"", ""1"", ""바퀴""], [""소금"", ""1/2"", ""큰술""], [""햄"", """", ""약간""], [""단무지"", """", ""약간""], [""시금치"", """", ""약간""], [""김"", ""6"", ""장""], [""소금"", """", ""약간""], [""식용유"", """", ""약간""]]",0,[]
7021020,가래떡구이,"[[""가래떡"", ""4"", ""가닥""], [""꿀"", ""2"", ""t""]]","[{""alias_id"": ""alias_0056"", ""name"": ""가래떡""}, {""alias_id"": ""alias_0156"", ""name"": ""꿀""}]","[[""가래떡"", ""4"", ""가닥""], [""꿀"", ""2"", ""큰술""]]",0,[]
7021024,강황고등어구이,"[[""반건조오징어"", ""1"", ""팩""], [""강황가루"", ""1/2"", ""작은술""], [""소금"", ""1/8"", ""작은술""], [""오일스프레이"", """", ""적당량""]]","[{""alias_id"": ""alias_0707"", ""name"": ""오징어""}, {""alias_id"": ""alias_0143"", ""name"": ""강황가루""}, {""alias_id"": ""alias_0205"", ""name"": ""소금""}, {""alias_id"": ""alias_0133"", ""name"": ""식용유""}]","[[""오징어"", ""1"", ""팩""], [""강황가루"", ""1/2"", ""작은술""], [""소금"", ""1/8"", ""작은술""], [""식용유"", """", ""적당량""]]",0,[]
